,data,label
848,want know real conspiraci creat hoax news don t believ covid end,1
849,health amp epidemiologist speak impact covid 19 vaccin en mass,0
850,vaccin vaccincovid19 vaccin effect covid19 overcom effect covid 19 vaccin appear,0
851,get know guillain barr syndrom refer effect johnson amp johnson,0
852,don t tri toy human life covid19 vaccin time,0
853,s right ve vaccin twice s safe doesn t matter issu crowd take vaccin,1
854,permiss answer yes vaccin virus dead tame use,-1
855,mad crazi covid19 vaccin card matter,-1
856,technolog archipelago vaccin good make vaccin individu reduc te,1
857,bpom phase 3 clinic trial data show efficaci covid19 sputnik v vaccin 91 6 percent kind effect,1
858,midst covid 19 pandem multi dimension effect economi mean,-1
859,bewar leak vaccin card print effect data vendor gadget s simpler use care app,0
860,risk blood thicken higher covid 19 patient vaccin effect accord uk studi,1
861,4 result vaccin safer covid 19 infect deep vein thrombosi day star effect,0
862,2 think covid 19 diseas vaccin symptom effect effect,0
863,covid 19 vaccin effect fever sore hungri sleepi covid19 vaccin,0
864,s deal right vaccin effect republika vaccincovid19 covid19,1
865,vaccin goal reduc effect covid19,0
866,answer vaccin better prevent cure vaccin better affect covid19 right,1
867,similar effect covid 19 vaccin high efficaci,1
868,bago june 28 test posit covid19 yesterday effect 3rd vaccin,0
869,fyi type covid19 vaccin same good point effect symptom kipi vaccin,1
870,trust s better sore arm day feel day vaccin s effect instead get,1
871,vaccin doesn t immun covid19 virus expos effect lethal,0
872,morn particip vaccin astrazeneca vaccin far effect got h 1 le,1
873,shahab total agre govern readi t,0
874,singaporean govern disburs fantast fund number recipi covid 19 vaccin felt effect,0
875,west java provinci govern ask ibuhamil receiv vaccin worri effect covid 19 vaccin,0
876,covid 19 vaccin effect autoimmun patient okezon covid covid19,0
877,caution mislead opinion effect covid19 vaccin caus high blood pressur blood pressur,1
878,survivor covid19 week ago vaccin batteri actual shouldn t wait 3 month,0
879,vaccin don t immun covid19 virus help minim fatal effect covid,0
880,latest studi say effect covid 19 vaccin pregnant women low covid covid19,1
881,sinovac covid 19 vaccin call new effect risk recipi base recent studi,-1
882,need worri effect covid 19 vaccin sever cash covid covid19,0
883,effect moderna vaccin inject differ sinovac,0
884,effect moderna vaccin begin inject health worker balikpapan,0
885,give covid 19 vaccin reliev symptom infect covid 19 virus vaccin effect p,0
886,covid 19 vaccin effect s solv,0
887,vaccin propaganda 1 vaccin need prevent covid19 2 jk covid19 elimin effect co,-1
888,fact data covid 19 vaccin reduc risk ill lower death rate protect effect vaccin,-1
889,covid 19 covid19 covid vaksin vaksinasicovid19 vaksinjogja vaccin vaksinasinasion vaksindulu viral,0
890,post moderna vaccin fever night paracetamol fever immun respons morn,0
891,understand differ symptom infect covid 19 vaccin effect,0
892,child right august 9 second covid19 vaccin day t vaccin lack,1
893,pfizer moderna covid 19 mrna vaccin suspect new effect accord eu drug regul,1
894,moderna vaccin healthcar booster indonesia effect differ brand,0
895,sinovac covid 19 vaccin booster increas antibodi 7 time effect,0
896,effect ppkm signific decreas number death covid19 mass vaccin target,0
897,btwww let s vaccin immedi s necessarili 100 free covid19 virus vaccin,1
898,crime human natur immun end covid 19 vaccin damag imuni,0
899,respons post covid19 vaccin mass continu impact sam effect,0
900,famili bewar kipi post covid19 vaccin mass record day date month year v,0
901,time come interest covid19 vaccin mandat discuss viru expert,0
902,covid19 vaccin requir abl return face face learn student s polici,0
903,covid 19 vaccin don t feel effect cash covid covid19,0
904,news beritaterkini beritajogja beritajakarta news newsupd viral viraltiktok viraltwitt,0
905,5 food reduc effect covid 19 vaccin,0
906,long term effect s paus time 30 minut post covid 19 vaccin,-1
907,coconut water reliev effect covid 19 vaccin check fact doctor s explan bogor issu bo,0
908,data vaer covid19 vaccin imagin death 1990 2021 vaccin lose covid vaccin,0
909,fact check itv news effect covid 19 vaccin make facial skin red,0
910,long term effect impact life depend covid19 vaccin,-1
911,poor indonesian peopl specif period buy vaccin sebab term effect p,-1
912,hoaxbust fals itv news titl vaccin effect face red,0
913,vaccin period guarante health vaccin blind effect,-1
914,life peopl destroy right peopl forc vaccin covid19 s,1
915,avoid bad effect inject covid19 vaccin need pay attent,-1
916,coordin meet declar vaccin pregnant women kie implement vaccin activ health worker pregnant women,1
917,don t forc amp damag human natur immun covid 19 vaccin efficaci clear,1
918,futur happen long term effect post covid19 vaccin mass timbu,-1
919,turn effect vaccin like weak dizzi chill feverish hope recov quick amen s,-1
920,logic correct vaccin certif covid19 intend record number human inject,0
921,vaccin avoid covid19 vaccin form effort consider case,0
922,covid19 vaccin usual bodi react common symptom fever explan,-1
923,news koran rakyat merdeka vaccin effort covid 19 light effect disappear soon heavi effect won t,1
924,5 type vaccin help indonesia fight covid 19 follow explan effect tribun batam covid,0
925,monitor period child s health follow mass covid19 vaccin akib,0
926,convey effect covid 19 vaccin idi s normal 3 day galamedia news,1
927,say si run small stroke vaccin vaccin effect repli peopl,-1
928,urg indonesian peopl follow covid 19 vaccin mass forc determin v,0
929,wake readi face covid 19 attack expos burden medic personnel,0
930,indonesian afraid covid 19 vaccin rumor circul,-1
931,higher risk myocard covid 19 vaccin effect base studi,-1
932,refer,0
933,08 10 wib trijaya fm thank success vaccin singapor immedi allow citizen mask singapor men,1
934,indonesian economi grow indonesia better advanc countri,1
935,e sourc,0
936,refer 1 2 3 4,0
937,differ new drug vaccin general manufactur covid 19 vaccin,1
938,scream news intern news technolog health covid19 vaccin pfizer,0
939,6 artist dare vaccin covid 19 pregnant feel effect,1
940,answer far know cmiiw yes vaccin includ virus danger covid19 b,1
941,effect covid19 vaccin nervous listen explan effect dr hindra,0
942,complaint effect covid19 vaccin need prepar vaccin s,-1
943,worri covid19 vaccin effect benefit vaccin far greater effect,1
944,unicef indonesia worri covid19 vaccin effect benefit vaccin,0
945,worri covid19 vaccin effect benefit vaccin far outweigh effect,1
946,forc stop covid19 vaccin indic damag individu s natur immun efe,0
947,join vaccin m worker don t vaccin won t,0
948,bpom issu emerg use permit covid19 vaccin china zifivax effect vaccin,0
949,check 2020 ri,0
950,complaint kipi vax effect,-1
951,need worri type covid 19 vaccin indonesia safe risk effect small journal sore,1
952,know effect zifivax vaccin news beritaterkini news newsupd viral viraltiktok viraltwitt,0
953,think 3rd vaksinboost public paid possibl number covid19 patient goe vaccin,0
954,sit lock cave don t associ kind life s hope won t,1
955,covid 19 spikevax vaccin spotlight bewar effect covid covid19,0
956,long term effect reach 2 th 10 year covid19 vaccin enter,-1
957,don t fool slogan halal safe covid19 vaccin hasn t pass clinic trial,1
958,influenza vaccin vaccin specif recommend pandem studi,0
959,hit pandem indonesian peopl world felt effect covid 19 pandem namum indonesia b,0
960,sp,0
961,fals australian hospit patient experi vaccin effect,0
962,latest news fals australian hospit patient vaccin effect,1
963,hoaxbust fals australian hospit patient vaccin effect,0
964,5 effect help accord inform vaccin possibl,0
965,2l2 vaccin holi prevent death covid19 unabl prevent death,0
966,born disabl mother vaccin covid19 contain base monitor west java saber ho,-1
967,effect mild astrazeneca intranas covid 19 vaccin republika onlin covid covid19,1
968,effect covid 19 vaccin mother gave birth babi eye tail right,1
969,effect normal general mild away mean vaccin work,1
970,let s protect parent immedi join covid 19 vaccin vaccin covid19,0
971,aefi case exampl direct link govern vaccin effect data show 2433 babi die,1
972,aefi case exampl direct link govern vaccin effect data show 2433 babi develop,1
973,sridiana 3va aefi case exampl direct link govern vaccin effect data show 2433 babi develop,1
974,exampl aefi case direct link govern vaccin effect data show 2433 babi die,1
975,aefi case direct link govern vaccin effect data show,1
976,proven vaccin effect chang characterist child forc vaccin kar,0
977,cdc s latest report effect covid 19 vaccin latest news covid,1
978,cdc s latest report effect covid 19 vaccin,1
979,latest news cdc s latest report effect covid 19 vaccin,1
980,don t influenc untru issu vaccin effect obey proke protect,0
981,hoaxbust bewar hoax stroke attack children effect covid 19 vaccin,0
982,peopl think vaccin pcr forget vaccin chanc,0
983,moderna vaccin england caus effect pain press covid19 coronavirus corona moderna,0
984,good news children 6 11 year old covid 19 vaccin immedi effect,1
985,4 help vaccin site return home 5 help experi effect read,0
986,dr news social media german afraid children vaccin covid19 judg enthusiasm war,-1
987,koko28 doc actual bad effect covid19 variant need booster time pop,-1
988,net citizen read read googl easi reach smart phone effect,1
989,indonesia best countri world term covid 19 vaccin vaccin stock suffici come,1
990,factor respond access covid19 vaccin fear inject effect,0
991,european drug regul news approv novavax s protein base vaccin,-1
992,like adult children age 6 11 year potenti experi effect covid19 vaccin,1
993,see contra covid 19 vaccin associ death effect vaccin make think s differ,0
994,vaccin appropri solut reduc break chain transmiss covid 19,0
995,option cdc s latest report effect covid 19 vaccin latest news,1
996,director market partnership pt jbio dr dr chairuddin yunus mkes said term safeti vaccin ef,0
997,vaccin effect amp pandem,0
998,effect covid 19 vaccin children adult pain inject site fever afraid kayak,-1
999,koko28 doesn t indonesia valid kipi data info polici benchmark use c,0
1000,han banyo sarah,0
1001,logica jammer tell school class group,0
1002,hani vaccin drug effect minim effect exposur covid19,0
1003,check fact compil video athlet fall faint effect covid 19 vaccin fact medcom id covid covid19,-1
1004,scientist find blood clot astrazeneca vaccin fact koranjakarta mondial astrazeneca,0
1005,uk studi covid 19 mrna vaccin give biggest booster effect,0
1006,mrna base covid 19 vaccin call biggest booster effect uk studi say,-1
1007,dose effect vaccin test differ combin covid19,0
1008,world cdc s latest report effect covid 19 vaccin latest news,1
1009,15 accord peopl afraid effect vaccin outsid,-1
1010,accord peopl afraid effect vaccin outsid sin,-1
1011,yahea mayb basic anti vaxxer question like 1 come covid 19 vaccin fast 2,1
1012,stopwajibvaksinanak govern firm respons death effect vaccin,-1
1013,koko28 sosm readership market larg impact covid addit case lt dr 8000,0
1014,effect covid 19 vaccin children proven low covid19 effect vaccin,0
1015,place serv covid 19 booster vaccin check effect pfizer astrazeneca etc cash covid covid19,0
1016,want booster vaccin know effect sinovac pfizer astrazeneca moderna zifivax vaccin,0
1017,studi effect covid 19 vaccin caus nocebo effect covid19 coronavirus,0
1018,indonesia know effect 5 covid 19 vaccin booster brand gridhyp covid covid19,0
1019,effect covid 19 vaccin generat suggest nocebo suaramuda indonesia educ critic dynam,0
1020,cours normal effect stopforcevaksin anak,1
1021,comorbid phenomena congenit diseas hypertens elder covid 19,0
1022,nocebo effect thought trigger covid 19 vaccin suggest,0
1023,phase 2 covid 19 vaccin begin target,0
1024,8 benefit banana health effect tm gurahna gurahna,0
1025,sourc spread transmiss virus school children school concern effect d,0
1026,vaccinboost effect beritajogja beritaterkini beritavir berita beritajatim beritajakarta news,0
1027,al hasan w0nd3rbaper,0
1028,polri didn t know today,0
1029,emphas tl let s talk covid19 vaccin 10 year ll ef,0
1030,sure vaccin free covid19 m fact health student,1
1031,covid 19 booster vaccin effect bodi booster,0
1032,effect covid 19 booster vaccin read explan nasion effect,0
1033,drug vaccin write descript content effect dosag warn caution age co,0
1034,idi covid19 task forc booster vaccin safe effect proke protect famili,1
1035,singapor record 10 case effect covid 19 vaccin children age 5 11 covid,0
1036,loren vaccin busi covid19 pandem form terror run vaccin profit p,0
1037,recogn effect covid 19 vaccin overcom booster vaccineboost,0
1038,recogn effect covid 19 vaccin overcom covid19 covid covid 19,0
1039,effect post immun advers event aefi caus vari person person,0
1040,idi covid 19 task forc guarante safe booster vaccin effect covid covid19,1
1041,know 9 effect covid 19 vaccin don t appear immedi covid covid19,0
1042,30 countri use novavax s covid 19 vaccin effect,0
1043,30 countri use novavax s covid 19 vaccin effect republika onlin covid covid19,0
1044,data number kipi complaint classif kipi mild moder sever,1
1045,taken booster vaccin titip mimin amp friend destini japan receiv booster vaccin heheh,0
1046,7 effect covid 19 booster vaccin covid19 detail click follow link,0
1047,spread covid 19 start increas new variant omicron govern issu kmbl,1
1048,vaccin covid19 pandem,0
1049,willi research use blood napi pela,0
1050,let s support govern effort fight spread covid 19 implement health protocol,0
1051,benefit covid 19 vaccin reduc number spread death corona virus,0
1052,mass vaccin covid 19 like great reunion press peopl pwi take care comfort ung,1
1053,india set target vaccin 300 million citizen 7 month lancet call v kampany campaign,0
1054,covid 19 mutat vaccin competit,0
1055,presid director pt bank central asia tbk bca jahja setiaatmadja share tip peopl want p,0
1056,bogor citi govern hold phase 2 covid 19 vaccin start march 1 vaccin vaccin kotabogor,0
1057,bogor citi govern carri second stage covid 19 vaccin start monday march 1 2021 mass vaccin carri 8 t,0
1058,hope covid indonesia 3m get disciplin vaccin 70 sudden finish like war world,0
1059,minist health independ covid 19 vaccin busi purpos,0
1060,indonesia free covid 19 vaccin vaksinuntukpeopleindonesia vaksinuntukkebaikan,1
1061,let s help fight covid 19 vaccin vaksinuntukpeopleindonesia vaksinuntukkebaikan,0
1062,come let s support acceler nation vaccin covid 19 free indonesia,1
1063,advic attend covid 19 vaccin program sourc state health depart johor komunikasikita,0
1064,exampl citizen babinsa yapen timur implement covid 19 vaccin,0
1065,vaccin registr process mysejahtera 5 easi step brows click b,0
1066,indonesia countri begin year held covid 19 vaccin dorongpemulihannkri,0
1067,cours import moment effort break covid chain simultan vaccin obvious,0
1068,cours import moment effort break covid chain simultan vaccin definit,0
1069,inject covid 19 vaccin phase ii begin vaccin week,0
1070,observ communiti use covid vaccin program,0
1071,final good news covid 19 vaccin church behav listen,1
1072,bogor citi perform phase corona vaccin terbaru aktual berita live,1
1073,indic vaccin appear effect reduc number covid 19 patient,0
1074,governor bali invit communiti support covid 19 vaccin program,0
1075,asli chaidir hope communiti succeed covid 19 vaccin program,0
1076,covid 19 vaccin stamp mark alert fight pandem,0
1077,follow updat covid 19 vaccin data east java februari 28 2021 continu compli case protocol,0
1078,elder regist corona vaccin terbaru berita live nusantara,1
1079,elder regist covid 19 vaccin regist link ba,0
1080,head bogor citi health offic sri nowo retno inject covid 19 vaccin produc bio farma carri,0
1081,head south sumatra educ offic riza fahlevi said parti approv activ,0
1082,teacher covid 19 vaccin student,0
1083,cut select covid 19 vaccin prison corrupt kroco,-1
1084,140 pkl malioboro yogyakarta doubt covid 19 vaccin s task forc say,0
1085,daili number covid 19 vaccin recipi februari 28 2021,0
1086,mass vaccin hope indonesia covid pandem rise success vaccin,1
1087,benefit covid 19 vaccin reduc number spread death corona virus s,0
1088,provid best servic custom pandem pln support govern s covid 19 vaccin program,1
1089,come don t afraid hesit vaccin covid 19 covid 19 vaccin safe halal guy don t know,-1
1090,invit compon nation support govern s step overcom pandem includ,0
1091,riau island health offic vaccin necessarili abl stop spread covid 19,0
1092,kauditan polic personnel covid 19 vaccin,0
1093,fast vaccin bio farma add covid 19 vaccin product facil,1
1094,16 million dose raw materi covid 19 vaccin sinovac compani arriv indonesia afternoon way indonesia,-1
1095,total 8 095 717 peopl vaccin covid 19 antara news west java,0
1096,yes sir think program continu later,0
1097,vaccin target 5 million teacher consid safe restart face face school process juli pro,1
1098,addit covid 19 vaccin product facil help meet need acceler vaccin program,0
1099,definit sahabatpengayoman semarang friend upt covid 19 vaccin program,0
1100,kipi fall astrazeneca north sulawesi task forc suspend covid vaccin,0
1101,definit sahabatpengayoman semarang don t upload covid 19 vaccin certif social media,1
1102,protect famili carri covid 19 vaccin,0
1103,continu support covid 19 vaccin healthi indonesia divhumaspolri humaspoldantb humaspolreslobar,0
1104,vaccin tasikmalaya regenc carri night morn ramadan covid 19 vaccin carri,0
1105,covid 19 vaccin priorit patient kidney failur onlin,0
1106,wta urg tenni player immedi vaccin covid 19,0
1107,colleg campus center covid 19 vaccin,-1
1108,covid 19 vaccin elder bekasi discours ball pickup,0
1109,current west sumbawa regenc ksb yellow zone forkopimda stakehold tri,0
1110,covid 19 vaccin program budget reach rp130 03 trillion,0
1111,review vaccin palembang minist home affair tito invit peopl hesit vaccin covid 19,0
1112,develop case data corona vaccin jakarta march 31 2021 terbaru berita live terkini,1
1113,don t afraid hesit vaccin covid 19 let s break chain covid 19 spread,-1
1114,let s vaccin covid 19 don t afraid don t hesit polri,-1
1115,covid 19 vaccin updat smooth amen tbk,1
1116,kolaka regent undertak second stage covid 19 vaccin,0
1117,covid 19 vaccin vaccin australia slow,-1
1118,corona vaccin form protect elder risk ill death terbaru berita bisni,-1
1119,indonesian govern run covid 19 vaccin program indonesia,0
1120,vaccin 1 000 worker form celebr labor day s p,0
1121,shadow discrimin covid 19 vaccin passport,0
1122,iik perhutani lembang sespimpolri succeed covid 19 vaccin,0
1123,let s covid 19 vaccin program success stay disciplin health protocol wear mask,1
1124,ababil exist ad spray period covid test vaccin buy zoom licens ac light li,1
1125,provinc sumatra experienc increas posit case covid 19 recommend immedi follow vaccin program taa,0
1126,know vaccin low test low handl covid take care prevent,0
1127,case like requir alert central region govern help immedi cost treatment handl,0
1128,199 gota supermarket employe dose covid 19 vaccin,0
1129,sinopharm covid 19 vaccin get green light indonesia use privat vaccin scheme,1
1130,updat process inject covid 19 vaccin countri,0
1131,progress covid 19 vaccin indonesia 01 2021 vaccin stage 1 30 79 vaccin,0
1132,28 413 compani regist covid 19 vaccin optimisbangkitkannegeri,0
1133,vaccin help prevent spread covid 19 optimisbangkitkannegeri,0
1134,covid 19 vaccin indonesia touch 27 million inject,0
1135,receiv vaccin jakarta econom financi assist confirm covid 19,0
1136,pre elder companion chanc vaccin,0
1137,presid s govern brought 8 million dose 14th phase sinovac vaccin raw materi arriv banda,-1
1138,26 85 million dose covid 19 vaccin nation vaccin,0
1139,general chairperson chamber commerc industri said 28 413 compani regist covid 19 vaccin,1
1140,date realize govern program covid 19 vaccin reach total 26 9 million dose,0
1141,govern continu work hard present covid 19 vaccin order meet vaccin need indonesia,-1
1142,date 28 413 compani regist covid 1 vaccin,0
1143,govern continu present covid 19 vaccin order meet vaccin need indonesia effort,0
1144,total stock covid 19 vaccin indonesia current reach 20 million,0
1145,england s largest vaccin center open england open covid 19 vaccin center,-1
1146,bhabinkamtibma sebangau polic ppkm mkro visit covid 19 vaccin palangka raya citi hospit,0
1147,covid 19 vaccin world citizen remot area,0
1148,cook vaccin twice covid peopl die al,0
1149,touch number 90 thousand activ case covid s 100 thousand care 3m,0
1150,repost don t afraid vaccin let s let elder vaccin covid 19 supportgerma,-1
1151,gibran claim covid control solo better citi central java accord gibran hari raya,1
1152,progress covid 19 vaccin indonesia june 01 2021 vaccin stage 1 41 04 vaccin,0
1153,sir cellular tower worker chanc covid vaccin sir day citi,0
1154,covid 19 vaccin given pregnant women breastfeed mother escort doctor,1
1155,500 north sumatran ampi cadr particip vaccin david form support govern prevent spread covid 19,0
1156,hope help,0
1157,larg number vaccin coverag begun develop pregnant women effort protect matern popul,1
1158,activ vaccin bsb mall balikpapan spokesperson covid task forc beber locat tribun kaltim,0
1159,sertu sugeng gemantar villag offici carri monitor covid vaccin activ gemantar villag friday,0
1160,moh kebut covid 19 vaccin expand servic post remov requir domicil id card,0
1161,negeri inform vaccin quota 50 passeng day inform card,0
1162,central java polic establish precis vaccin outlet spread central java order welcom bhaya day,0
1163,gowa covid 19 mass vaccin let s regist succeed 1 million vaccin day info gowa,0
1164,year publisherstori utm sourc kummobil amp utm medium twitter amp utm campaign share amp shareid,0
1165,tni help govern deploy health worker possibl herd immun immedi form break,0
1166,covid 19 vaccin polda metro jaya polr locat jakarta,0
1167,panewu sanden drs bangun rahina mm monitor covid 19 vaccin activ srigad sanden villag wed,0
1168,govern continu acceler implement nation covid 19 vaccin pursu set target,0
1169,regent instruct tapteng health offic increas synergi implement mass vaccin covid 19,0
1170,let s disciplin health protocol carri vaccin prevent covid 19 spread countri,0
1171,case vaccin cluster covid soon,0
1172,presid jokowi emphas emerg ppkm appli area island java bali 6 provinc,0
1173,wave covid year offic contact comput paper second wave,0
1174,want end covid 19 pandem stay home wear mask leav hous wash hand dilig,0
1175,welcom august friend let s fight face covid 19 pandem protocol k,0
1176,dki jakarta governor ani baswedan confirm covid 19 vaccin servic capit citi continu,0
1177,data vaccin develop indonesia 25 2021 sourc,0
1178,bnpt assist acceler covid 19 vaccin poso regenc central sulawesi fight pandem,0
1179,listen voic covid 1 year villag vaccin 1 time juli 2021 den,0
1180,alleg forc vaccin covid 19 resid congenit diseas boalemo stroke puskesma requir,0
1181,total 7 5 million dose covid 19 vaccin capit citi approxim 40 percent resid valid id card,0
1182,fecho sir dpd dpc dpp hold free covid 19 vaccin don t,1
1183,servic maintain communiti safeti let s contribut prevent,0
1184,golf communiti shgc success hold mass vaccin covid 19 sindonew notberitabiasa,1
1185,lantam ambon hold covid 19 vaccin warship,0
1186,nation polic firm action spread hoax covid 19 vaccin fight pandem,-1
1187,khoz solihin gp dozen west java elder vaccin,0
1188,4 fact covid 19 vaccin target 60 million vaccin arriv month vvaccin,0
1189,key stop pandem collect adher 5m amp covid 19 vaccin soon possibl,0
1190,soe minist appreci movement peopl hold vaksinasi center covid erickthohir,-1
1191,proof covid 19 vaccin requir eas public activ dki jakarta,0
1192,klang valley 100 dose vaccin petal jaya soft,1
1193,let s role war covid 19 prepar mask strengthen immun erad pandem,0
1194,total 1 100 student bekasi receiv covid 19 vaccin vaccin held bhayangkara univers hall j,0
1195,polic firm action spread hoax relat covid 19 vaccin,-1
1196,mahfud md religi leader need support acceler covid 19 vaccin,0
1197,kerajaangag happi close parliament vaccin salari way,0
1198,coercion exampl forc vaccin comorbid peopl k,0
1199,free covid 19 vaccin locat south tangerang polic polic check term jakarta,1
1200,complaint covid 19 vaccin,-1
1201,asor check local health center start week covid 19 vaccin pregnant women,1
1202,ade yasin head bogor regenc covid 19 task forc said 32 305 teacher area requir vaccin,0
1203,south sumatra jmsi sinar mas communiti rimbawa famili hold covid 19 vaccin follow 1 000 peopl palembang,0
1204,south sumatra jmsi sinar mas associ rimbawa famili hold covid 19 vaccin follow 1 000 peopl palembang,0
1205,covid 19 lesson countri ignor health protocol key vaccin,0
1206,depok citi govern hold simultan vaccin campaign 11 sub district start today wednesday septemb 1 2021,0
1207,minist health hope vaccin program foothil communiti expand area reduc transmiss rate,0
1208,air besar district implement moderna covid 19 vaccin karolin regent vaccin right target,1
1209,cirebon cirebon citi govern implement massiv covid 19 vaccin program peopl haven t receiv,0
1210,indonesia rank 4th world covid 19 vaccin,-1
1211,vaccin astrazeneca pfizer vaccin,0
1212,hello friend let s check video document implement covid 19 dose 2 vaccin sma negeri 5 semarang,0
1213,vaccin cansino sinovac increas vaccin countri reach,0
1214,peopl district kec tejakula context covid 19 vaccin acceler program rank bulel polic,-1
1215,travel particip vaccin jabar,0
1216,receiv covid 19 vaccin pregnant second vaccin continu 13 week gestat,1
1217,hello spirit communiti support govern s effort end indonesian covid pandem vaccin,0
1218,let s come succeed covid 19 vaccin creat herd immun monday septemb 06 2021,0
1219,govern kediri citi intensifi covid 19 vaccin resid age 18 year deliveri vaccin,0
1220,polda jabar cirebon polic chief carri review independ vaccin time depok duanan villag,0
1221,public enthusiasm particip covid 19 vaccin high vaccin heal nation,1
1222,registr link astrazeneca covid 19 vaccin dose 1 2 malang octob 4 2021 18 year,0
1223,kulon progo district attorney hold covid 19 vaccin infopublik,0
1224,good news death rate dki low die covid 19 vaccin mean,1
1225,handl covid 19 pandem kab samosir implement vaccin activ block op safe nusa ii tofu,1
1226,success vaccin stop covid 19 rate let s help govern succeed,1
1227,covid survivor vaccin faster masker beritaterkini berita news newsupd newsupd covid19,0
1228,bewar fake mask masker beritaterkini berita news newsupd newsupd covid19 covid 19 covid 19,-1
1229,let fact number death shown video answer question crew want latest fact,1
1230,dirbinma polda diy komb pol drs anjar gunadi mm held intern meet led deputi,0
1231,visit assist resid bhabinkamtibma peniraman villag urg resid continu obey health pro,0
1232,polri success vaccin stop covid 19 rate let s help govern succeed,1
1233,enthusiasm baduy tribe particip covid 19 vaccin,0
1234,let s join vaccin herd immun prevent covid 19 vaksinpresisitnipolri vak ncovid19 ayovak ncovid19,0
1235,reactiv igg usual histori vaccin fibrosi don t covid 19,-1
1236,covid survivor vaccin rule,0
1237,peopl posit covid 19 vaccin covid19 vaccin,0
1238,vaccin proke disciplin prevent transmiss covid 19 variant prevent potenti spike posit case,0
1239,save young generat bin hold covid 19 vaccin middl high school student,1
1240,5 benefit covid 19 vaccin know vaccin heal nation,0
1241,save young generat bin hold covid 19 vaccin middl high school student communiti support acceler vaccin,1
1242,fellowship public servic employe requir covid 19 vaccin complet vaccin,0
1243,let s covid 19 vaccin success polriadaptasikecepatanbaru 2001 polriuntukindonesia,1
1244,vaccin proven abl protect mutat covid 19 virus vaccin proke disciplin prevent f,0
1245,anticip potenti spike case wave covid 19 task forc s appeal vaccin prosecut disciplin,0
1246,risk mu variant import proke prevent wave vaccin proke disciplin prevent p,0
1247,presid jokowi appreci public enthusiasm particip covid 19 vaccin program,0
1248,public enthusiasm covid 19 vaccin high vaccin heal nation,1
1249,presid jokowi appreci public enthusiasm particip covid 19 vaccin program great communiti enthusiasm,1
1250,public enthusiasm particip covid 19 vaccin high great communiti enthusiasm join v,1
1251,don t careless covid 19 vaccin obey health protocol polriadaptasikecepatanbaru 2001,-1
1252,head bin covid 19 vaccin minim death risk vaccin heal nation,0
1253,krw vaccin nation s effort protect covid 19 vaccin heal nation,0
1254,head bin covid 19 vaccin minim death risk vaccin mere save,-1
1255,vaccin nation s effort protect covid 19 vaccin save,0
1256,govern provid covid 19 vaccin servic offici athlet spectat peparna xvi 20,0
1257,singapor ravag covid 19 sinovac vaccin nation vaccin program singapor,0
1258,list dki jakarta covid 19 vaccin locat today 1 novemb 2021,0
1259,look graph countri exist mass vaccin went skyrocket,0
1260,addit covid 19 case sunday record 500 1 record death case,0
1261,indonesia bewar spike covid 19 case europ vaccin spokesperson maintain test rate,0
1262,presid jokowi affirm covid 19 vaccin process equit equal pulihnkriwithvaksin,0
1263,leader g20 countri discuss joint effort crisi covid 19 pandem crise,0
1264,covid 19 vaccin kedokanbund reach 40 percent,0
1265,leader g20 summit agre reach global vaccin target leader g20 countri discuss u,0
1266,studi vaccin provid maximum protect covid 19 survivor cnn indonesia,0
1267,singapor ravag covid 19 sinovac vaccin nation vaccin program singapor avail,0
1268,5 mall tangerang provid mass vaccin covid 19 sindonew notberitabiasa,0
1269,parti sell fake covid vaccin certif manipul mysejahtera modern day kitul,-1
1270,accord vaccin epidemiologist amp mask effect prevent transmiss covid 19 pcr amp rapid test antigen ban,0
1271,interest covid 19 vaccin,0
1272,saturday 10 30 2021 08 00 wib finish sertu noer amin babinsa ds jatitengah sertu agus h kopda agung ko,0
1273,let s regist covid 19 vaccin polriadaptasikecepatanbaru 2001 policeforindonesia polrijagacovid19,0
1274,wash hand covid 19 vaccin polriadaptasikecepatanbaru 2001 polriuntukindonesia,0
1275,saturday 30 10 2021 07 30 wib finish sertu heryawan babinsa gebang villag 2 member koramil 13,0
1276,save famili transmiss covid 19 follow vaccin,0
1277,presid jokowi overcom covid pandem coordin region govern implement,0
1278,continu obey health protocol proke vaccin number covid 19 case drop te,0
1279,provid disciplinari appeal applic health protocol invit public carri covid 19 vaccin,0
1280,updat covid 19 case distribut microzon rt level vaccin achiev semarang citi data cut sunday,0
1281,provid disciplinari appeal applic health protocol invit public carri covid,0
1282,give advic disciplin implement health protocol invit public carri covid 19 vaccin,0
1283,pam communiti covid 19 vaccin activ singkawang golkar parti dpd offic polriadaptasikecepatanbaru,0
1284,presid joko widodo appeal local govern remain vigil care spike covid 19 case continu,0
1285,vaccin access even distribut world caus uneven econom recoveri covid 19 vaccin achiev,-1
1286,jfk airport crowd like soetta covid test requir fli america test requir,0
1287,sampurasun sobatnet special covid 19 vaccin schedul purwakarta district 1 6 novemb 2021 come vak,1
1288,monday 1 11 2021 covid 19 vaccin servic lebdosari health center,-1
1289,vaccin health care disciplin key prevent transmiss covid 19 jokowi maruf s perform appreci,0
1290,week s covid 19 vaccin schedul monday 01 11 2021 puskesma build wednesday 02 11 2021 kalisari villag thursday 03 11 20,0
1291,complet dose covid 19 vaccin cover 73 2 million popul,0
