,data,label
567,who hingga skrg 2 9 juta efek samping serius adverse events kait vaksin covid 19 sedu,-1
568,koko28 kalau sih asli anti vaksin covid ngeri efek samping,1
569,kapat kopit kapat kopit saja salah arti siap tutup adverse reaction a,-1
570,koko28 ohh itu hoax tuh kata hadehh,0
571,pasca vaksin banyak alami trombositopenia jumlah trombosit darah bawah normal kemudian,0
572,2 artikel menko cabutdaruratpandemi,0
573,silalahi 2 artikel,0
574,ngakak banget baca komen udah 2022 heiii aja nganggap vaksin bahaya 2 tahun manusia vak,-1
575,itu virus baru yang datang bisa disalahartikan siap tutup adverse reaction,1
576,efek vaksin covid 19 pfizer tengah dosis 29 jam kemudian mata ngantuk kayak habis suntik obat tidur buat gajah,0
577,yg mau booster simak efek samping biar ngga kaget vaksin coronovac vaksin covid 19 bio farma timbul r,-1
578,emang bener covid lebih takut ketimbang vaksin apa sakit alami tubuh manusia arah c,1
579,min gimana ga sakit pagi siang panas terik sore malam hujan deras so yg vaksin,1
580,koko28 efek kipi vaksin kasihan ibu hamil paksa vaksin covid,1
581,bukan researcher bukan dokter gaya yakin banget ttg efek vaksin data lebih cuk,1
582,vaksin bantu lindung masyarakat efek covid 19 itu booster tawar lindung tingkat ti,0
583,apabila alami efek samping kipi jadi ikut pasca imunisasi usai suntik vaksin booster covid 19 a,0
584,patria kunku anomali chromatic lagi2 lansia lagi2,0
585,bener gak sih teory pak dokter wabah efek vaksin ringan orang2 kena covid,1
586,sebut lebih rendah kenal efek samping usai vaksin covid 19 wajar jadi anak,0
587,simpul insiden pingsan dalila jakupovic kait efek vaksin covid 19 cek,0
588,g yg sebut mninggal dunia krn covid sj fakta,0
589,kata kalo efek vaksin tanggung jawab perintah arti kalo korban covid tanggung jawab merek,0
590,koko28 anak2 lansia buru utk vaksin kata utk lindung diri covid 19 telah masyarakat hampi,-1
591,saya heran dokter jarang timbang natural immunity herd immunity juga jar,1
592,s2 covid hari jumat vaksin booster trus timbul efek demam hampir 3 hari ga pulih2 bikin curiga semua orang,0
593,covid infeksi salur nafas efek vaksin kali,0
594,lagi vaksin covid baru batas cegah fatalitas gejala adapun ada su,1
595,efek vaksin dah banyak tuh luar negeri lapor efek alergi dr vaksin covid,1
596,kyknya efek smpg covid tuh rabun ayam deh kmrn ak hbs vaksin lgsg rabun ayam skrgpun makin ganggu,-1
597,duduk jerman 80jt 2 5 3jt kasus efek samping vaksin indo 270jt 360an efek samping vaksin ajaib,1
598,bener wkwkw banyak bgt side plot kayak efek virus yg di bbrp negara yg ditampilin kayak bocil yg ng,1
599,sp baskoro ajw cyber,0
600,wamenkes ri tutup mungkin vaksin booster dosis empat beri turut efek proteksi vaksin,-1
601,3 efek samping vaksin covid 19 pfizer yang serius hingga umum jadi,-1
602,hampir semua efek buruk vaksin lebih buruh efek kena covid jadi jangan bilang efek vaksin,1
603,satgas covid idi jamin vaksin booster aman efek samping prokes stop sebar,1
604,salah satu efek samping vaksin covid 19 bikin orang jadi bego,-1
605,aku sih ndengerin keluhan2 orang yg rasa efek vaksin covid dr ln,1
606,lihat begitu banyak efek vaksin belum sadar astaghfirullah vaksin covid dah dienjuska,1
607,vaksin 3 done jangan tanya efek badan gw gimana kaya orang kena covid apa kata si no,0
608,kena covid tp hari 5 udah negatif keren efek vaksin deh kyknya,1
609,astaghfirullah ga covid efek abis vaksin wehhhh,0
610,lah kamu udah sampe vaksin 3 kata si covid emang gantung kondisi badan pas kena den tap,1
611,beberapa sebab drop out vaksinasi covid 19 indonesia 1 rasa sehat cukup vaksin dosis pertama 2,1
612,beberapa efek jadi terima vaksin benar apa sebab demam suntik vaksin covid 1,0
613,satgas covid 19 jamin vaksin booster aman efek samping,1
614,vaksin booster beri lindung ekstra covid 19 terus mutasi efek 2 vak,0
615,vaksin booster sebut beri lindung hingga 91 persen risiko perburuka,0
616,satgas covid idi jamin vaksin booster aman efek samping jagaprokesnvaksin indonesiasehatindonesiahebat,1
617,satgas covid 19 idi jamin vaksin booster aman efek samping jagaprokesnvaksin indonesiasehatindonesiahebat,1
618,satgas covid jamin vaksin booster aman efek samping jagaprokesnvaksin indonesiasehatindonesiahebat,1
619,teliti efek langsung tidak langsung percaya motivasi guna vaksin covid 19,1
620,satgas covid idi jamin vaksin booster aman efek samping prokes lindung keluarga,1
621,satgas covid jamin vaksin booster aman efek samping prokes lindung keluarga,1
622,indonesia bakal resmi jadi pasar empuk vaksin dukung who efek sila1 biar ambang sila sempoy,1
623,satgas covid idi jamin vaksin booster aman efek samping,1
624,blackangel yg klaim obat2 td buat covid apa bukan hoax cb deh lo pikir klo sem,0
625,nakes surabaya kan efek samping vaksin booster covid 19 moderna sangat dahsyat tak duga,1
626,vaksin booster bantu turun tingkat parah apabila infeksi covid 19,0
627,vaksin knp dari pabrik farmasi multinasional vaksin c,0
628,punya efek proteksi wamenkes sebut potensi indonesia laku suntik vaksin covid 19 dosis empat,0
629,satgas covid idi jamin vaksin booste aman efek samping tetap jaga prokes,1
630,satgas covid idi jamin vaksin booster aman efek samping tetap jaga prokes,1
631,satgas covid jamin vaksin booster aman efek samping tetap jaga prokes,1
632,yeay selesai vaksin tahap 2 cerita vaksin covid19 sinovac efek samping rasa,0
633,bulan depan babeh vaksin covid19 smoga gaada efek samping yaa beh,0
634,sore pak presiden pak keluarga ijin ikut vaksinasi covid19 kami menggunaka,0
635,ini efek vaksin apa manfaat gagal pamer gagal kok di bangga2kan dr bangar aja,-1
636,efek samping vaksin covid19 apa ada sudah vaksin,0
637,alhamdulillah lancar tanpa efek apa vaksin covid19 vaksincovid19 vaksinsemarang semaranghebat,1
638,who tuju dana kompensasi efek samping vaksin covax covid 19 who covax vaccine covid19,0
639,klo mau kasi rakyat yg baik bukti 100 lindung rakyat dr virus covid19 amp mutasi turunann,1
640,7 informasi penting vaksin covid 19 efek samping hingga risiko tular sakit,1
641,jangan takut 3 efek samping tanda vaksin covid 19 kerja efeksamping vaksinasi covid19,-1
642,kadinkes tangerang tak efek samping berat usai vaksinasi covid19 vaksin sinovachalal vaks ncovid19,0
643,beberapa cara laku kurang efek samping vaksin covid19 ahli sakit bagi tip ba,-1
644,bok ambil putus yg utama pikir apa efek buruk dr vaksin cob vid19 jangan liha,-1
645,juang bu megawati gimana kok jokowi semena2 paksa amp ancam rakyat yg tdk mau vaksin dg pres 14 20,-1
646,beri vaksin tangan pandemi covid 19 bawa efek efek individu juga efe,0
647,detiknetwork cnnindonesia beberapa cara laku kurang efek samping vaksin covid19 ahli penya,0
648,kurang efek samping vaksin covid 19 ikut jumlah tips dokter spesialis sakit,-1
649,saran dokter anda alami efek samping vaksin covid 19 gayahidup tahu kamu,0
650,pres vaksinasi covid 19 atur sanksi kompensasi mereka alami cacat akibat vaksin covid 19,1
651,benar sekali paksa klo vaksin jamin lindung 100 amp sembuh pasien covid19 amp pneumonia amp ba,1
652,juang dispaikan ibu megawati spy tonton video dan sampai pak jokowi efek ngeri v,0
653,sukses sama program vaksin covid19 ini laku di negara kita saja selu,1
654,kapolres seram bagi barat sbb malu akbp bayu tarida butar butar aku sehat tidak rasa efek samp,0
655,2 beberapa merek vaksin covid19 masuk coronavac sinovac cantum pd tabel milik efek,0
656,apa hubung vaksin covid19 dng 1 gratis 2 jujur terima 3 hasil efek mohon cerah,1
657,tujuh tanya putar sputnikv vaksin covid19 pertama rusia berapa banyak negara bel apa,1
658,malam pak presiden ada video teliti efek vaksin covid19 pd virus covid19 pd orang yg vaksin,0
659,kemenkes ri tak yang alami efek samping vaksin covid 19 timesindonesia ketahananinformasi hariibu,0
660,suntik vaksin sinovac covid 19 direktur rsud siak aku rasa efek apa apa,0
661,suntik vaksin covid 19 kapolres majalengka tak efek timesindonesia ketahananinformasi hariibu,0
662,dapat jumlah efek samping usai vaksinasi covid19 nyeri tempat sunti demam anda y,0
663,guna vaksin halal lawan pandemi c19 sinergi dgn herbal vitamin efektif lawa,1
664,minggu kalau ngobrol ortu indonesia selalu jauh putar sehat kerja teta,0
665,alhamdulilah aku rasa efek samping vaksin covid19,0
666,beri vaksin astrazeneca mulai laku lantas tahu bagaimana efek samping usai vaksinasi sim,0
667,vaksin bisa tular amp tular covid19 kena efek samping mending gk vaksin,1
668,ada vaksin covid19 harap dpt akhir pandemi covid19 nmn perlu tahu bhw vaksin covid19,0
669,kalau jadi efek samping akibat vaksin covid19 begini kompensasi uang berapa ada arti,1
670,juru bicara satgas tangan covid 19 wiku adisasmito kata perintah pasti vaksin covid 19 astrazeneca d,0
671,satgas vaksin covid 19 aman guna minim efek samping,1
672,banyak orang skeptis vaksin covid 19 sebut belum daftar mereka takut efek samp,1
673,vaksin covid19 alhamdulillah vaksin ada efek samping arti asa gel dikit aja bekas suntik,0
674,mui tuding enzyim babi produsen vaksin covid19 extrazeneca bantah guna material babi mana dasar,0
675,uji rawan yg pakai vaksin sinovac aja sdh 95 org malah nyata kena covid19 vaksin nyata2 bebe,-1
676,produsen vaksin covid19 extrazeneca ban guna produk turun babi hewan lain lalu mana dasar,-1
677,10 efek samping sunti vaksin covid 19 tak masuk akal efeksamping vaksin covid19,0
678,perintah presiden tunggu informasi who kait efek vaksin astrazeneca bpom rekomendasi vaksin covi,0
679,fyi guys manfaat vaksin dalam hambat sebar virus covid19 lebih bedar pada efek samping,0
680,banyak 15 negara eropa tangguh izin guna vaksin astrazeneca ada lapor jadi pembekua,1
681,kalau percaya covid19 tolak vaksin banyak seperti yang takut efek j,-1
682,efek samping vaksin sinopharm vaksincovid19 covid19ab covid19 tvri tvrinews,0
683,wanita usia kuliah mungkin milik risiko unik efek samping cdc semua kasus beku darah,1
684,lawan pandemi jokowi pasti vaksin covid19 minim efek samping,-1
685,jokowi sampai vaksin covid19 minim efek samping,-1
686,covid19 vaksin inimah bukan efek vaksin yg capek efek antri,-1
687,perintah pasti vaksin covid19 minim efek samping jokowi lawanpandemi indonesiamaju,-1
688,perintah pasti vaksin covid19 minim efek samping,-1
689,perintah pasti vaksin covid19 milik sedikit efek samping,-1
690,vaksin covid19 minim efek samping indonesiamaju jokowi jokowidodo,-1
691,perintah pasti vaksin covid19 minim efek samping ada keluh masyarakat harap lapor fakses dek,-1
692,perintah pasti vaksin covid19 minim efek samping temu efek samping masyarakat minta lapor k,-1
693,efek lindung vaksin covid 19 jangka panjang ragu dosis kuat butuh,-1
694,n efek suntik vaksin lengan asa pegal tubuh asa lemas itu aman malah suntik,1
695,efek samping vaksin covid 19 jepara klaim sangat minim lengkap klik taut ikut jepara,-1
696,updateblog vaksincovid 19 proses vaksin covid 19 herd immunity proses vaksinasi covid 19 waspada efek,0
697,studi efek samping vaksin covid 19 picu infeksi herpes covid covid19,0
698,bagi besar produsen vaksin covid 19 lindung efek samping,1
699,bagi orang rasa efek samping ringan pasca vaksinasi bila sohib rasa sakit panjang,1
700,jangan takut vaksin vaksin aman banyak manfaat salah satu bentuk imun tubuh agar kebal,1
701,hai sohib bagi orang rasa efek samping ringan pasca vaksinasi bila sohib rasa sakit berk,-1
702,lawan rasa takut kak vaksin banyak manfaat kok salah satu tingkat imun tubuh t,1
703,padahal suntik vaksin banyak manfaat kak slah satu tingkat imun tubuh menceg,1
704,semua vaksin covid19 lebih besar manfaat ketimbang efek samping tutup ada temu kipi t,1
705,padahal suntik vaksin banyak manfaat kak slah satu tingkat imun tubuh mencega,0
706,lawan rasa takut kak vaksin banyak manfaat kok salah satu tingkat imun tubuh tida,1
707,jungtae lawan rasa takut kak vaksin banyak manfaat kok salah satu tingkat imun tubuh t,1
708,sunti dosis pertama pak firdaus rasa efek samping bahaya efek biasa d,0
709,satire lah memang produk indonesia jago asal dukung perintah sama rakyat nya liat nan,1
710,menteri pendayagunaan aparatur negara reformasi birokrasi panrb tjahjo kumolo harap tega hukum y,0
711,jangan takut vaksin kak vaksin alangkah baik cek dlu dokter vaksi,0
712,jangan takut efek samping suntik vaksin covid 19 bisa sembuh sendiri nusantara satu covid19,-1
713,kenal efek samping vaksin astrazeneca covid19 vaksin astrazeneca indoposco,0
714,laaah sini malah kejar kejar buat vaksin pke denda segala gila produsen vaksin lepas ta,-1
715,lawan rasa takut kak vaksin banyak manfaat kok salah satu tingkat imun tubuh supay,1
716,jauh lebih baik aman masyarakat indonesia beli vaksin sputnik v covid19 ru,1
717,puji tuhan selesai wajib jd salah satu warga dunia vaksin covid19 2 done malam aman2x aj,1
718,efek vaksin astrazanecca gantung imun tubuh masing masing semua vaksin memang lalu pend,0
719,simak cara atas efek samping suntik vaksin covid 19 covid covid19,0
720,elok hantar orang positive negara selatan asia tu dapat jadi ujikaji,1
721,tangkal hoaks efek samping vaksin covid pemprov bal optimal peran banjar adat inews covid covid19,0
722,waktu awal berita mau vaksinasi covid19 banyak yg cibir pakai sinovac ih cina dst telah,1
723,fs7 roni kamu tahu gak brp lama buat vaksin vaksin hiv sdh 40 thn blm,1
724,di sisi vaksin sinovac tadi anggap belah mata efektivitas tak sentuh gt 80,-1
725,ini buat jerman prancis italia spanyol belanda lain setop proses vaksinasi astraz,0
726,itu beberapa negara eropa lapor jadi efek samping akibat vaksin astrazeneca meny,-1
727,miracle efek samping vaksin astrazeneca ada timbul mati buat bijak perintah soal,1
728,efek samping vaksin covid 19 beda tiap orang covid covid19,0
729,beberapa makan minum ikut percaya reda efek samping ringan muncul pasca vaksin covid19,1
730,sudah vaksin covid19 mohon cerah nya kalo lutut sakit kadang2 bikin jalan digluk,1
731,hari di balaikota dki jakarta gue jalan kali sunti vaksin covid19 thanks to god ga e,1
732,sinovac sebut vaksin covid 19 efektif ahli who ungkap informasi efek samping kurang,1
733,jeritanrakyat berita beritanasional teknologi sehat covid19 vaksin astrazeneca,0
734,lalu tahap kembang amp uji vaksin lengkap efek samping berat lebih terdete,1
735,ayo vaksin jangan ragu vaksin banyak manfaat kok salah satu tingkat imun tubuh sup,1
736,coba ivermectin obat cacing u cegah amp obat covid19 sdh bukti dokter2 dunia amp indonesia ga efek sa,0
737,so utk rawat pasien covid19 pake apa remdesivir avigan bukan nya remdesivir,0
738,wna vaksin utk kebal meminimalisir efek covid19 indonesia vaksin biar tarik bansos urus adm negara,1
739,tak rasa efek samping usai suntik bukan arti vaksin kerja vaccinated,0
740,ngantuk gel hari pertama vaksin demam hari ke2 ke3 flu anosmia hari ke4 hari hari,1
741,ayo vaksin jangan ragu vaksin banyak manfaat kok salah satu tingkat imun tubuh tida,1
742,efek vaksin lebih mudah sembuh efek infeksi covid19 ayo vaksinasi jangan takut,1
743,nama vaksin covid19 means body dimasukin virus matik dilemahin otomatis kalo di pcr yak pos,0
744,gw reaksi bangsatiro wajar make sense kan sel,1
745,itu hak mau cap buruk saya mah ngelarang soal vaksin banyak yg tinggal mah buka,-1
746,mau nanya serius neh bantu jawab berapa perlu vaksin covid 19 kalian trus efek nya lebih byk,1
747,suntik arah meja observasi amp catat hasil meja tsb tugas minta utk menungg,0
748,arti vaksin covid19 tuh keren iya tau lo bisa kena cumaaaaa ni cuma yaaa efek lo rasain ga bakal s,1
749,awal takut efek samping ratus warga mulai ikut vaksin beritajemberterkini,-1
750,kayak orang2 bingung efek samping vaksin covid19 siapa aja yg dapet vaksin aku udah dapet v,-1
751,hari dua vaksin astrazeneca hampir ada efek apa2 sedikit ngilu bagi sunti badan ma,-1
752,perintah bertanggungjawab pasca vaksinasi masal sesuatu yg timbul efek ja,1
753,ayo vaksin lawan rasa takutny vaksin banyak manfaat kok salah satu tingkat imun tubuh supa,-1
754,betul efek samping vaksin bahkan mungkin yg tinggal semua ga benar argumen lu kalo,1
755,new but old vaccine is coming novavax vaksin subunit teknologi vaksin lama hepatitis b flu berik,1
756,koko28 dok ijin share informasi utk kelompok masyarakat yg tdk beri vaksin sinovac krn kondisi sbb d,0
757,vaksin benar efektif ga sih tdk buka pusat jd efek bingung daerah,1
758,alhamdulillah selesai vaksin dosis tahap 2 jalan lancar ada efek samping sama sekali ayo ber,1
759,sridiana 3va duga sy bukan prevent virus covid19 prevent efek samping,0
760,2 x 24 jam di suntik vaksin covid19 efek gak enak badan apa tidak sama sekali kayak,0
761,ikut 5 cara ampuh cegah efek samping vaksin covid19 bila manfaat silah like and share t,1
762,10 efek samping vaksin covid 19 astrazeneca pfizer moderna sering alami serta vaksinasi,1
763,vaksin covid 19 sebab efek samping ringan dosis pertama dua yuk tahu efek pali,1
764,kamu segera terima vaksin covid19 ini beberapa efek samping rim,0
765,24 jam di suntik vaksin covid19 efek gak enak badan apa ada sama sekali apa gw salah su,-1
766,jeritanrakyat berita beritanasional teknologi sehat covid19 vaksin vaksinasi,0
767,ayo vaksin jangan takut vaksin banyak manfaat kok salah satu tingkat imun tubuh tidak,-1
768,ayo vaksin jangan takut vaksin banyak manfaat kok salah satu tingkat imun tubuh t,-1
769,vaksin covid19 gratis puskesmas jagakarsa 5 menit yg lalu liat efek hari hari ikut salam sehat,1
770,nuna ayo vaksin jangan takut vaksin banyak manfaat kok salah satu tingkat,-1
771,udah vaksin covid19 sharing dong gimana efek samping habis vaksin saran konsumsi apaa,0
772,padahal bijak tadi buat ngelindungin juga ntar gilir yg udah nekat dateng faskes sentra vaksin,1
773,ayo vaksin jangan takut vaksin banyak manfaat kok salah satu tingkat imun tubuh,-1
774,tenang ka vaksin az uji aman halal jg vaksin banyak manfaat salah satu ning,1
775,yuk vaksin belum vaksin jamin kebal covid19 tidak ringan efek kalau kena covid19,-1
776,ngulang om ga saran beda brand krn blm tau efek samping krn masing2 vaks,0
777,c gak ikut vaksin takut sama efek samping kayak lu alamin mat kalo sakit gitu kan gak kerja,-1
778,ayo vaksin kak jangan takut vaksin banyak manfaat kok salah satu tingkat imun tubuh sup,-1
779,ayo jangan takut vaksin vaksin alang baik istirahat cukup tubuh fit,-1
780,ayo vaksin kak jangan takut vaksin banyak manfaat kok salah satu tingkat imun tubuh s,-1
781,jauh gak gejala apa apa jangan sampe efek telah buat yg terus sempat buat v,1
782,semua merk vaksin covid19 ada efek samping bikin kaya ganteng,1
783,lapor studi indikasi bukan vaksin pfizer az yg efektif tanggal covid 19 berat,1
784,ayo vaksin kak jangan takut vaksin banyak manfaat kok salah satu tingkat imun tubuh,-1
785,lawan rasa takut vaksin banyak manfaat salah satu tingkat imun tubuh tidak mudah,1
786,mohon maaf dokter pandu tangan beku darah efek samping vaksin covid19 astra zeneca a,-1
787,ayo vaksin kak vaksin banyak manfaat kok salah satu tingkat imun tubuh tidak mudah,1
788,rencana desain ulang vaksin adenovirus hindar efek samping covid19 management,0
789,hingar bingar vaksin efek covid19 marak bisnis,0
790,ayo kak lawan rasa takut suntik vaksin engga sakit kok malah suntik vaksin banyak manfaat salah,1
791,lawan rasa takut kak vaksin banyak manfaat kok salah satu tingkat imun tubuh sup,1
792,karena ada sakit bawa harus boleh suntik vaksin covi,0
793,ntah excited sekali besok vaksin vaksin efek samping gin bla bla anda bom pernah karant,1
794,jadi gin covid19 bahaya makanya semua hindar jalan prokes vaksin jadi,0
795,biasa tubuh terima vaksin covid19 alami efek samping tiap org alami efek samping,-1
796,jangan makan hoax fakta ilmiah,0
797,atau tidak efek samping bukan ukur efektivitas,0
798,salah satu pengaruh hormon,0
799,link fakta,0
800,jangan takut covid19 ada vaksin uji ampuh kurang efek covid19 ikut vaksinasi unt,-1
801,vaksin meminimalisir efek kena covid19 ky ortu kawan ortunya kena covid bpknya cuma meriang,0
802,nadia jg jelas efek lindung pasien covid 19 sudah dapat vaksinasi covid19 dosis lengkap,1
803,kebas meriang lumpuh bahkan mati krn efek vaksin tanda kasih sayang allah rahman rahim ag,0
804,msh bnyk yg ggal paham ttg vaksin kira kalo vaksin tuh bakal kebal dr kolorna pdhl inti a tuh kalo kena covi,1
805,efek hoak banyak warga takut vaksin banyak yg tanya vaksin kok kena covid19 perlu arah,1
806,maf aku baru aj vaksin bulan lalu besok tanggal 4 vaksin efek yg aku alami banyak,1
807,coba dong sudah vaksin sinovac sintas covid19 efek samping bisa bawa kerja ga,0
808,efek samping vaksin covid19 mematikanjuga,-1
809,kena vaksin yg mana yg jadi pasien covid19 gejala lebih ringan sa perhati sama mau merk a b,0
810,arif sakit apa karena covid19 vaksin pake vaksin apa yg di gaung kan sudah laku,-1
811,vaksin gratis masyarakat indonesia kita ikut vaksinasi rang jahat covid19 ppkm kuat im,-1
812,efek vaksin covid19 masing2 org beda2 anak yg cow2 g ngerasa apa2 sy si cantik ngerasa sdikit pus,1
813,003 fakta beri vaksin covid19 pertama kali laku presiden arti 1 tdk percaya p,1
814,pernah liat beda orang belum vaksin cacar sudah vaksin cacar habis vaksin beberapa tetap kena kan,1
815,pasca vaksin 1 krn gejala covid19 istri nakes minta diswab antigen sa,0
816,bagaimana efek vaksin covid19 derita rhinitis alergi asma si takut jarum ikut vaksin by wanda saf,0
817,halo alhamdulillah udah komplit masih hidup satu satu efek ku alami vaksin co,1
818,semua kwatir cemas liput asa takut bila masa datang efek samping jangka panjang,-1
819,bahaya bahaya vaksin covid 19 a thread thread kumpul bukti bukti bahaya efek samping vaksin covid hi,0
820,ku vaksin az dosis 1 efek badan kayak abis digebukin bg langsung slama 3 hari stelahnya smpe sa,1
821,uda vaksin 1 minggu kemarin alhamdulillah telah vaksin sampe detik ga efek,0
822,vaksin 2x sinovac bulan april efek cm pegal aja bulan lalu 3x kontak erat sama 3 kelompok yg ter,-1
823,vaksin isi virus mati benara sudah ada guna lebih 50tahun ibu ham,1
824,nusantara darmawati terlalu kejam bicara hasud takut masyarakat yg vaksin justru leb,-1
825,seyogyanta utk case sprti hrus perhati jdi jgn terus gencar vaksin aman vaksin aman ad efek s,1
826,gaza emang siapa sih kapasitas nya mata nya buta apa rabun,-1
827,program vaksinasi covid19 masal tahap 1 tahap 2 data amp laksana lambat bagaima,-1
828,program vaksinasi covid19 masal tahap 1 sinkronisasi data pasien covid19 masal tahap 2 pela,0
829,teliti vaksin covid 19 zhifei jaga efek varian delta,-1
830,ahli ahli vaksin amp sehat epidemiologi bicara amp sosialisasi bagaimana efek samping,1
831,habis vaksin covid19 moga gak efek samping negatip,1
832,seks psca dpt vaksin covid19 tdk d anjur krn seks aktivitas yg buang bnyak energi trus efek ln,1
833,udah bukan masa bang cuma muak aja ama skema covid19 bisnis vaksin yg efek domino nya terlalu lebar,-1
834,6 fakta vaksin pfizer biontech efikasi 100 persen hingga efek sa via,0
835,jangan lah jadi mati masal pasca vaksinasi covid19 tahun tahun 5 tahun datang akibat d,-1
836,herd imunity lantas gebyah uyah semua rakyat disuntikin vaksin covid19 yg terus2san ber mutasi,0
837,alas rakyat mau vaksin cuma ad 2 loh 1 utk meminimalisir efek jk papar covid19 jaga imun tubuh 2,0
838,lebih efek samping vaksin covid 19 pfizer efikasi hingga 100 persen google,1
839,kok tiba tiba manusia gantung vaksin covid19 parah apa imunitas alamiah manusia lagi mampu,1
840,banyak yg kurang awam masalah coba cam kan ada vaksin untuk kurang efek sakit tular covi,1
841,efek vaksin covid19 10 thn kemudia seramm bayang nya,0
842,mau tau konspirasi yg benar cipta berita hoax kalian percaya covid akhir den,1
843,ahli ahli sehat amp ahli epidemiologi harus bicara apa dampak vaksinasi covid19 masal,1
844,vaksinasi vaksincovid19 efeksampingvaksin covid19 cara atas efek samping vaksin covid 19 mungkin muncu,-1
845,kenal sindrom guillain barre sebut efek samping vaksin covid 19 johnson amp johnson,0
846,jangan pernah coba coba main nyawa umat manusia vaksinasi covid19 tepat waktu antara ta,0
847,betul gw ud vaksin 2x smpe skg aman jd ga peduli isu apa yg rame ttep jalanin vaksinas,1
848,izin jawab vaksin emang bahan virus yg mati jinak guna,0
849,ini gila yg bener bener gila akibat kartu vaksin covid19 segala urus kalau,-1
850,teknologi vaksin nusantara sangat bagus buat vaksin jadi individual kurang te,1
851,data uji klinik fase 3 bpom tunjuk efikasi vaksin covid19 sputnik v besar 91 6 persen apa efek sam,1
852,tengah tengah pandemi covid19 yg ber efek multi dimensi antara yg paling besar ekonomi arti,1
853,hati2 bocor data efek cetak kartu vaksin vendor ada gadget lebih simpel guna aplikasi pedul,0
854,risiko kental darah lebih tinggi pasien covid 19 banding efek vaksin studi inggris,1
855,4 hasil vaksin lebih aman drpd infeksi covid19 bahkan deep vein thrombosis yg tempo hari jadi bintang efek sa,0
856,2 kalau anggap sakit covid19 sendiri vaksinasi yg gejala2nya efek samping efek samping ka,0
857,efek vaksin covid 19 demam pegel2 laper ngantuk covid19 vaccination,0
858,begini cara sikap efek samping vaksin tepat republika vaksincovid19 covid19,0
859,vaksin apa tuju nya sama kurang efek covid19,0
860,jawab vaksin lebih baik cegah obat lebih baik vaksin kena efek covid19 ga,1
861,mirip efek samping vaksin covid19 yg efikasinya tinggi,1
862,bagoes 28 juni pernah positif covid19 kalau kemarin efek vaksin 3,1
863,fyi semua jenis vaksin covid19 sama bagus inti yg nimbulin efek gejala kipi vaksin i,1
864,trust me mending ngilu lengan lama beberapa hari sama engga enak badan hari efek vaksin ken,1
865,vaksin buat kebal virus covid19 bila papar efek nya mematika,0
866,jadi tadi pagi aku ikut vaksinasi jenis vaksin astrazeneca jauh efek aku dapat h 1 le,0
867,shahab sangat tuju perintah nampak siap t,1
868,perintah singapura gelontor dana fantastis jumlah terima vaksin covid 19 rasa efek sam,1
869,pemprov jabar minta ibuhamil belum terima vaksin khawatir efek samping vaksin covid 19,0
870,efek samping vaksin covid 19 idap autoimun okezone covid covid19,0
871,awas sesat opini efek vaksin covid19 sebab tekan darah tinggi jadi bila tekan darah,1
872,jd sbln yg lalu aku sintas covid19 minggu yg lalu aki vaksin sbnrnya gaboleh tunggu 3 bulan dlu,-1
873,vaksin memang buat kebal virus covid19 vaksin bantu meminimalisir efek fatal covid,0
874,studi baru sebut efek samping vaksin covid 19 ibu hamil rendah covid covid19,1
875,vaksin covid 19 sinovac sebut milik efek samping risiko baru terima dasar studi baru,1
876,perlu khawatir efek samping vaksin covid 19 tak terlalu parah kontan covid covid19,0
877,efek samping rasa suntik vaksin moderna beda sinovac,0
878,ini efek samping vaksin moderna mulai suntik nakes balikpapan,0
879,beri vaksin covid19 utk ringan gejala infeksi pd virus covid19 vaksin beri efek samping kpd p,1
880,efek samping vaksin covid 19 begini cara atas,0
881,propaganda vaksin 1 vaksin perlu tuk cegah covid19 2 jk kena covid19 ringan efek co,1
882,fakta data vaksinasi covid 19 kurang risiko sakit berat turun tingkat mati efek lindung vaksi,-1
883,covid 19 covid19 covid vaksin vaksinasicovid19 vaksinjogja vaksinasi vaksinasinasional vaksindulu viral,0
884,pasca vaksin moderna demam malam hari minum paracetamol demam respon imun pagi sudah,1
885,paham beda gejala infeksi covid 19 efek samping vaksin,0
886,anak hak nya tanggal 9 agustus vaksin covid19 dua sampai hari nggak vaksin kur,0
887,vaksin mrna covid 19 pfizer moderna duga milik efek samping baru regulator obat uni eropa,1
888,vaksin moderna jadi booster nakes indonesia apa efek samping beda merek,0
889,booster vaksin sinovac covid 19 tingkat antibodi hingga 7 kali lipat tanpa efek samping serius,-1
890,efek ppkm bener2 signifikan mas turun jumlah kamatian gegara covid19 tinggal ngejar target vaksin massal aj,-1
891,btwww ayo segera vaksin memang lantas 100 bebas dr virus covid19 telah vaksin,1
892,rupa jahat imunitas alamiah manusia pada ujung ujung nya vaksin covid19 rusak imun,-1
893,siapa tanggung jawab pasca vaksinasi covid19 masal ber dampak lanjut efek sam,1
894,semua keluarga waspada kipi pasca vaksinasi covid19 masal catat hari tgl bulan tahun v,0
895,tiba waktu nya semua yg penting atas mandatarory vaksin covid19 diskusi dng ahli viru,1
896,syarat vaksin covid19 bisa ajar tatap muka siswa siswi suatu bijak,1
897,bagaimana telah vaksin covid 19 rasa efek samping kontan covid covid19,0
898,berita beritaterkini beritajogja beritajakarta news newsupdate viral viraltiktok viraltwitter,0
899,5 makan kurang efek samping vaksin covid 19,-1
