,data
566,🆙Siti Fadilah Supari menyatakn bhw sangat ragu jika covid hilang krena efek dari vaksin. Covid lenyap bukan karena… https://t.co/qtYNMG6XU1
567,"@antrimati87 MAU KAPANPUN BERITA DITURUNKAN,
SAMPAI BULAN NOVEMBER INI,
KASUS KIPI DI INDONESIA HANYA BERSIFAT RING… https://t.co/xYyZPr9Gxd"
568,Pemerintah belum sepenuhnya bisa memahami efek varian Covid-19 19 B.1.1.529 atau Omicron terhadap vaksin dan antibo… https://t.co/05K1FZ0H9r
569,"Fitri Tropica mengungkapkan kehamilan keduanya, padahal baru saja mendapatka vaksin COVID-19. Lalu apa ada efek vak… https://t.co/YvzPQhlED9"
570,"@blogdokter Dok, seorang penderita SJS apakah boleh menerima vaksin Covid-19? Ada kenalan yg menolak keras krn taku… https://t.co/4lzNzzMWL5"
571,"Fitri Tropica mengungkapkan kehamilan keduanya, padahal baru saja mendapatka vaksin COVID-19. Lalu apa ada efek vak… https://t.co/davQqOlkQi"
572,"Efek samping vaksin Covid-19 yang banyak dialami masyarakat adalah demam, nyeri otot, atau lemas. Namun, pada sejum… https://t.co/NjbzUGN8aj"
573,@KemenkesRI Pasti vaksin corona-COVID-19 dosisnya berlelbihan hingga menyebabkan efek samping yg tidak di ketahu pi… https://t.co/OdOjJDKUbX
574,@kucinglucu01 @RiriFebria3 @c1nt4_2l2 @MKrenthil @amirulyusra @andrebung86 @TedHilbert @StopPlandemit @ftrrii1… https://t.co/p8gun9Inqi
575,"@bd_baskoro Gaprnah mkir efek jngka panjang kdpn nya kyk apa.
Mntal penakut,dtmbah di media digembor""in org mningga… https://t.co/mbADUtLEis"
576,@BaskoroDina @reflection_8_ @RiriFebria3 @StopPlandemit @el_lia05095930 @luis_vtj @EdenisHere1 @c1nt4_2l2… https://t.co/Tz22cMs93L
577,@Tegawati_SP @SofyanMRomoni @StopPlandemit @Aznlova @eko_n9udiarto @almagentia369 @PBIDI @KemenkesRI @TedHilbert… https://t.co/rCEVFJ6oc5
578,"Vaksin Covid-19 itu aman ngga sih? 

Pioners kadang masih ragu untuk ikut vaksinasi Covid-19? Atau Pioners takut de… https://t.co/NZ0XZzN5Yg"
579,"@dr_koko28 Sampaikan Vaksin Covid adalah vaksin tahap uji coba yg penggunaannya hanya untuk kondisi darurat, dg efe… https://t.co/CeRo0xdg6U"
580,CEK FAKTA: Rumah Sakit di Australia Penuh Pasien Terkena Efek Samping Vaksin Covid-19: Beredar narasi di media sosi… https://t.co/sOKxSHUoKu
581,"🤣☺️ BETUL .....  Vaksin Covid-19 tidak berbahaya bagi siapapun. Tidak ada efek jangka pendek dan jangka panjang

se… https://t.co/pax8xwGC3V"
582,"Bedanya apa?Beda bngt! Yg pertama kena parah gila, yang kedua sekarang ini tanpa gejala, tanpa… https://t.co/se723xwLAB"
583,"Masih aja bahas ginian 🥱 #StopPaksaVaksin

Aku org yg dengan sukarela pengen booster vaksin ke 3 moderna.
Why? Mayb… https://t.co/YxCY3svMKr"
584,@Fatoni0Rachman @RiriFebria3 @Vachiravin12 Intinya kalo cuma ngangngong nyuruh org buat ga vaksin tp cuma sekedar i… https://t.co/jwVzjwQpsz
585,"@ChowSeCia @kla_ra1109 @yuu694 @AdamPrabata Mosok siy? Koq DPnya msh kliatan muda 😳😁 mengurangi efek itu br asumsi,… https://t.co/PNH7bDHQck"
586,@Fatoni0Rachman @c1nt4_2l2 @BuKasunNdeso @soetidjam @StopPlandemit @AminSiregar21 @depopulasi @ctavianiken2… https://t.co/QoLRs370cp
587,"Saya gak vaksin dan alhamdulillah sehat2. Teman2 sy kena covid sy datang menjenguk, alhamdulillah masih diberi seha… https://t.co/xgdOZrRuAg"
588,@ftrrii1 Itu maksudnya kompas walaupun sudah vaksin harus pakai masker dan taat prokes. Mbak vaksin itu wajib juga… https://t.co/doWgxFcRhP
589,"opini jelek (2) coba diversifikasi dulu itu meninggal apakah benar efek langsung dari vaksin atau bukan
bandingkan… https://t.co/Xd2KAGTDYR"
590,"Gak yakin aku pernah kena apa nggak, yang jelas aku pernah menderita gejala covid habis vaksin ke 2 dan ada asumsi… https://t.co/C5G4vA3SYv"
591,"Jika Vaksin Covid hanya memiliki efektivitas terbatas, penggunanya masih menularkan virus satu sama lain dan dihant… https://t.co/8fBewThHMz"
592,efek vaksin Td nih kek pas covid dosis 2
593,"Kalau dgn vaksin, sistem imun terangsang lebih kuat bekerja melawan efek serangan Covid-19, maka kita lebih aman. T… https://t.co/DgzYqzdaqZ"
594,"Vaksin tersebut disahkan di Amerika Serikat untuk anak berusia 5 hingga 15 tahun pada akhir Oktober, merupakan satu… https://t.co/Q4gQyD1eVT"
595,"@UyokBack @KemenkesRI Vaksin covid ini masih uji klinis tahap 3, harusnya orang yg di vaksin di biayai semua masala… https://t.co/Wg8mYUudTx"
596,@katzen_jammer @CNNIndonesia Sebelum vaksinasi publik dimulai mas  pembekuan darah emang udah jdi slah satu gejala… https://t.co/JAofdqArQ8
597,@sheykaemily kasian sama mereka yg gk tau klo efek samping dari vaksin covid itu myocarditis sama blood clots (pemb… https://t.co/AASmTyDgUj
598,@aewin86 Semoga setelah kita d vaksin apabila terpapar cepat sembuh dan tak menimbulkan efek long covid
599,"Awas Hoaks: Stroke Menyerang Anak-Anak sebagai Efek Samping Vaksin COVID-19

https://t.co/ci9JbVrZvN"
600,@GodrilSolo @ftrrii1 @KemenkesRI Data kipi yang digunakan adalah data cdc (kemenkes usa) dan fda (bpom usa). Sekian… https://t.co/spewuM5krx
601,@CNNIndonesia Semua efek negatif vaksin jadikan saja sebab terkena omicron; Meski omicron lebih tidak berbahaya. Sa… https://t.co/w1LnwPYHfR
602,Manipulasi informasi dgn mengatakan pembekuan darah sebagai efek kena covid omricon padahal karena vaksin.Kata kunc… https://t.co/Os6POj7Gxf
603,"Suntik Vaksin Covid-19 untuk Remaja 15 Tahun ke Atas, Ini Efek Sampingnya!  https://t.co/J2zIxitLHl"
604,"@nmeilinaa @free36559052 @AboenkYamin @dr_koko28 @kenzhy_trueblue yaqin lo mudharatnya lbh sedikit, terus manfaatny… https://t.co/AJ2iL0qDVo"
605,"@nmeilinaa @AboenkYamin @dr_koko28 @kenzhy_trueblue Kematian melonjak tinggi setelah adanya vaksin ,, sebelumnya gk… https://t.co/kpId3j5tMN"
606,@Tegawati_SP @KemenkesRI @PBIDI Di hadapan Allah SWT. Foto tersebut di dapatkan dari https://t.co/HT3cvac5x4. Sehar… https://t.co/1ewTtcGXU6
607,"@sutrisnoam @KompasTV Udh prnah di vonis covid , biasa aja tuh ,, 100% sembuh ,yg mati cuma karena penyakit bawaan… https://t.co/3dhsrqlbUJ"
608,"@VFathun Kalau jadi orang tua, kita harus banyak pertimbangkan keselamatan anak terhadap efek vaksin covid ini, say… https://t.co/wvfnIQe0ml"
609,Jakarta – Indonesian Technical Advisory Group on Immunization (ITAGI) meminta kepada orang tua untuk menjelaskan ri… https://t.co/9ss4w02GMG
610,"@sandi_koclak Lah? Ini bijimane toh ceritanya?

https://t.co/aSLwy5K9N9"
611,"Ilmuan Pasti Tahu Jawabanya. Apa efek 10 tahun, Menggunakan Vaksin Covid ? Kalau Distributor Vaksin, Pasti untung kalau 10 Tahun. 🤣🤣🤣🤣"
612,Tapi efek dari vaksin sabai tuh kena bgt kayaknya di imun dia. Sakit bapilnya gak lama. Pas covid dia survive padah… https://t.co/x7g5TKU4xp
613,Kabar baik! Vaksin Pfizer-BioNTech akan masuk ke Indonesia Agustus nanti. Vaksin COVID-19 ini termas... https://t.co/mDIz21DSPi
614,Kabar baik! Vaksin Pfizer-BioNTech akan masuk ke Indonesia Agustus nanti. Vaksin COVID-19 ini termas... https://t.co/TwoTVC7YZe
615,"things u remember from this year 💭

jan: 
feb: patah hati
mar: 
apr: covid
mei : survived covid
juni: long covid
ju… https://t.co/kSdUEtnUgl"
616,@aRdy_NET Suami saya positif stlh vaksin. Gejala parah hingga harus dirawat di RS slm 11 hari. Saat itu kami blm ke… https://t.co/RC2Ptb3FAy
617,Sheba Sheba Medical Center akan memeriksa efek vaksin (Covid-19 dosis) keempat pada tingkat antibodi dan pencegahan… https://t.co/rXYkGCggHF
618,Dr Mei Neni Satgas Imunisasi Ikatan Dokter Anak Indonesia (IDAI) menyebut efek samping vaksin COVID-19 anak sama se… https://t.co/GC87QzOWEN
619,"@__Sridiana_3va Sejatinya saya maklum para medis.
Pernah ada bapak2 habis divaksin.
Kemudian periksa saraf ke dokte… https://t.co/8b4H6c3Vif"
620,"@__anomali__ Cuma permainan bahasa saja. Intinya tetep vaksin. 

Kalo ada resiko anggap sudah takdir, karena yg lai… https://t.co/X4WMl5Ako3"
621,"Efek vaksin bikin orang sering laper, berat badan jadi naik, lebih baik sih dibanding ketular Covid-19 kan. Olahrag… https://t.co/6VjmQ2kYy4"
622,"Panen nih sales vaksin dan PCR . Covid 19 kemarin gak ada audit ? 
https://t.co/QL2Uq3gsQd"
623,@ABSetyono @kemkominfo @PlateJohnny @jokowi Dari riset yang dilakukan oleh John Hopkins Center for Communication Pr… https://t.co/BIVbFeZKDZ
624,Dokter Pastikan Efek Samping Vaksin Covid-19 pada Anak Ringan https://t.co/k7219ZWG5i #TempoVideo
625,https://t.co/rip3aaqd73
626,Dokter Pastikan Efek Samping Vaksin COVID-19 pada Anak Ringan https://t.co/UYMTz7LAZR #TempoGaya
627,"Kalau memang mengganggu, bisa diberikan parasetamol https://t.co/cADFpP9zJu"
628,"IDAI paparkan efek samping ringan vaksin pada anak. Apa sajakah itu?

https://t.co/rSqSqwwLaN"
629,@CNNIndonesia Dulu teriak2 sinovac ga manjur n ga diakui ternyata bisa menurunkan drastis covid dan vaksin paling d… https://t.co/M4sIldLJ2F
630,"Viral Joki Vaksin Covid Disuntik 16 Kali, Ini Efek Vaksinasi Berulang pada Tubuh https://t.co/LKb41hpWtd… https://t.co/vqYSn8frDL"
631,"Vaksin Covid-19 memang ga bikin tubuh kamu kebal tuips ato benar2 terhindar dari infeksi Virus Corona. Namun, menda… https://t.co/NDFLnYVTFy"
632,"Vaksin covid 19 memang tidak membuat tubuh kebal atau benar-benar terhindar dari infeksi Virus Corona. Namun, sunti… https://t.co/6pC4eSvc1z"
633,Petugas screening di PMI Cibinong menjelaskan kalau kurang dari 14 hari pasca vaksin Covid-19 tidak boleh donor. Me… https://t.co/MGqZcltPe4
634,@dr_koko28 Petugas screening di PMI Cibinong menjelaskan kalau kurang dari 14 hari pasca vaksin Covid-19 tidak bole… https://t.co/4XnndToxEh
635,"Kominfo: 45 Persen Masyarakat Indonesia Masih Ragu Efek Samping Vaksin Covid-19
 
https://t.co/HCVZWMKVVV"
636,Joki vaksinasi asal Pinrang mengaku selalu minum air kelapa sebelum dan sesudah vaksin. Apa fungsinya? Apakah bisa… https://t.co/jirYh4zXDJ
637,Joki vaksinasi asal Pinrang mengaku selalu minum air kelapa sebelum dan sesudah vaksin. Apa fungsinya? Apakah bisa… https://t.co/HrSr84dpZm
638,Joki vaksinasi asal Pinrang mengaku selalu minum air kelapa sebelum dan sesudah vaksin. Apa fungsinya? Apakah bisa… https://t.co/70mYdfFNdp
639,Viral aksi joki vaksin Covid-19 yang tengah menjadi sorotan usai mengaku telah menerima 16 dosis vaksin hanya dalam… https://t.co/uVtQRnVbrv
640,"@Wengker6 @dokterapin Nih contohnya inggris, yg udah bisa dilihat perbadingan efek gelombang covid sbelum dan stela… https://t.co/lH4OA28aZx"
641,"@parkjmfika_ Oh I see, klo mo opnam or surgery di hospital emg kudu tes covid. 
Surgery nya berhasil koq, plus Jimi… https://t.co/5Rrbn1gHCw"
642,"Menurut WHO hingga skrg, ada 2,9 juta efek samping serius (adverse events) yang terkait dengan vaksin Covid-19 sedu… https://t.co/dWMKyhlUbe"
643,"@PerkasaHabsyah @dr_koko28 @berlianidris @MprAldo Kalau saya sih asli anti vaksin covid. 
Ngeri efek sampingnya.. https://t.co/22P5jrOv9Z"
644,"@ErsaTriWahyuni Kapat kopit, kapat kopit bisa saja disalah artikan atau disiapkan untuk menutupi adverse reaction a… https://t.co/nB9VE0IGeT"
645,"@BuKasunNdeso @dr_koko28 Ohh tapi itu hoax tuh katanya. Hadehh 😑

https://t.co/RCyJdrobIS"
646,"Pasca Vaksin
Banyak Yang Mengalami
""Trombositopenia""
(Jumlah Trombosit Dalam Darah Di Bawah Normal)
.
Yang Kemudian… https://t.co/51qk8CFUmn"
647,"2 artikel untuk #menko 
https://t.co/t9wAqZDx0s

https://t.co/xcPsQXXzFx
#CabutDaruratPandemi https://t.co/ojlObGZ84H"
648,"@MprAldo @Nicho_Silalahi 2 artikel 👇🏻
https://t.co/t9wAqZmtYs

https://t.co/xcPsQXGwDx https://t.co/A2jthtrRO7"
649,"@inayahhilya Ngakak banget baca komen ini, udah 2022 heiii, masih aja nganggap vaksin bahaya. 2 tahun manusia divak… https://t.co/2hBBNoM7qR"
650,Selain itu virus baru dan yang akan datang juga bisa disalahartikan atau disiapkan untuk menutupi adverse reaction… https://t.co/UONfJLeO6e
651,"efek vaksin covid-19 pfizer setengah dosis, 29 jam kemudian: mata ngantuk kayak habis disuntik obat tidur buat gajah."
652,"Yg mau booster, simak efek samping biar ngga kaget.

Vaksin CoronoVac atau Vaksin Covid-19 Bio Farma

Menimbulkan r… https://t.co/S7jUQfEpg0"
653,"Emang bener ya, COVID lebih menakutkan ketimbang vaksinnya. Apapun penyakit yang dialami tubuh manusia arahnya ke C… https://t.co/yOnbdZkg97"
654,"@soopga_min @afrkml Gimana ga pada sakit pagi sampai siang panas terik sore malam hujan deras.

So yg sudah vaksin… https://t.co/v4AvkOkx5G"
655,@dr_koko28 Efek KIPI vaksin. Kasihan ibu hamil dipaksa vaksin covid
656,"@yunartowijaya Bukan researcher, bukan dokter, tapi gayanya yakin banget ttg efek vaksin. Data sudah lebih dari cuk… https://t.co/q4djbWLPL2"
657,"Vaksin membantu melindungi masyarakat dari efek Covid-19. Sementara itu, booster menawarkan perlindungan tingkat ti… https://t.co/6N66JXoZ0D"
658,"Apabila mengalami efek samping atau KIPI (Kejadian Ikutan Pasca Imunisasi) usai disuntik vaksin booster Covid-19, a… https://t.co/LIlslTNhZm"
659,"@tahamaaruf @umay_patria @bobi_kunku @EZahtra @__anomali__ @CumaDokter @PauloOey @iii_chromatic Lagi2 lansia, lagi2… https://t.co/4SYEljpl1H"
660,Tapi bener gak sih teory pak dokter wabah. Efek vaksin itu meringankan orang2 terkena covid? https://t.co/Gdy3qvZR2r
661,"Disebut Lebih Rendah, Kenali Efek Samping Usai Vaksin Covid-19 yang Wajar Terjadi pada Anak https://t.co/BPkjjQGDO1"
662,"Dapat disimpulkan bahwa insiden pingsannya Dalila Jakupovic tidak berkaitan dengan efek vaksin COVID-19.

Cek lagi… https://t.co/0h6cDkmpBy"
663,@Ndoro68295960 @khairaniXRP @NIAS2013 @StopPlandemit @Anonymouslem_G Yg disebut mninggal dunia krn covid sj..fakta… https://t.co/rd8l0ZypG6
664,"Katanya ""kalo ada efek setelah vaksin tanggung jawab pemerintah"" berarti kalo ada korban covid tanggung jawab merek… https://t.co/VF6kYxe691"
665,"@dr_koko28 Anak2, lansia diburu utk vaksin katanya utk melindungi diri dari Covid-19, tapi setelah Masyarakat hampi… https://t.co/YVbSCLswpQ"
666,@harismz Yang saya heran kenapa dokter jarang mempertimbangkan natural immunity? Begitu juga Herd Immunity juga jar… https://t.co/vgAfrW7eI2
667,Kabar baik! Vaksin Pfizer-BioNTech akan masuk ke Indonesia Agustus nanti. Vaksin COVID-19 ini termas... https://t.co/So4ua8WweW
668,"S2 Covid😥😢 hari Jumat vaksin booster, trus timbul efek demam hampir 3 hari ga pulih2. Yang bikin curiga semua orang… https://t.co/sjhHkP0z21"
669,"@SatuhatiCoffee @StopPlandemit @MprAldo @MPerdjoeangan @VFathun Covid infeksi saluran pernafasan, itu efek vaksin kali"
670,"@SuryadiGatot Kembali lagi, guna vaksin covid ini baru sebatas mencegah fatalitas gejala. Adapun kenapa ada yang su… https://t.co/k3GhQ2QzpA"
671,"Itu efek vaksin. Dah banyak tuh diluar negeri laporan efek alergi dr vaksin covid.
@cybsquad_ 
@Storiesofinjury… https://t.co/dHrrgDbxrj"
672,"kyknya efek smpg covid tuh rabun ayam deh, kmrn ak hbs vaksin lgsg rabun ayam skrgpun makin ganggu🤲"
673,"Penduduk jerman 80jt..
2,5-3jt kasus efek samping vaksin..

Indo 270jt..
360an SAJA efek samping vaksin..

AJAIB..!
https://t.co/P9PqJj1llK"
674,"@gyrowayne Bener wkwkw banyak bgt side plot kayak efek virus yg ada di bbrp negara yg ditampilin, kayak bocil yg ng… https://t.co/ujyaVjCUJC"
675,@SuryadiGatot @Tegawati_SP @AdamPrabata @MprAldo @bd_baskoro @cybsquad_ @BangPitung_AJW @LtdAkbar @Minang_cyber… https://t.co/2OfMvzIu4F
676,"Wamenkes RI tidak menutup kemungkinan vaksin booster dosis keempat akan diberikan. Menurutnya, efek proteksi vaksin… https://t.co/i43Z3MHkfZ"
677,Kabar baik! Vaksin Pfizer-BioNTech akan masuk ke Indonesia Agustus nanti. Vaksin COVID-19 ini termas... https://t.co/So4ua8WweW
678,3 Efek Samping Vaksin COVID-19 Pfizer dari yang Serius hingga Umum Terjadi https://t.co/elvBY1Vdyw
679,"@irwank2k2 @vierda Hampir semua efek buruk vaksin, lebih buruh efek kena covid. Jadi jangan bilang itu efek vaksin… https://t.co/kMT2Cn5m2x"
680,Satgas Covid IDI Jamin Vaksin Booster Aman Dari Efek Samping Prokes Stop Penyebaran https://t.co/A4cglUDaIs
681,"@DaraSagita99 Salah satu efek samping vaksin covid 19, bikin orang jadi bego https://t.co/HSFvtk2TeN"
682,@DaraSagita99 @babydoge62 @StopPlandemit Aku sih ndengerin keluhan2 orang yg merasakan efek vaksin covid  dr LN dan… https://t.co/qaABfwM5SW
683,"Melihat sebegitu banyak efek vaksin masih belum juga sadar ????

Astaghfirullah... 

Itu vaksin covid dah dienjuska… https://t.co/ySgSOdwosW"
684,"Ok #vaksin 3 done. JANGAN TANYA EFEK KE BADAN GW GIMANA !! 

Kaya orang kena COVID !!! . Demi apapun. Katanya si no… https://t.co/Vc7Vw2LPsV"
685,"Wamenkes RI tidak menutup kemungkinan vaksin booster dosis keempat akan diberikan. Menurutnya, efek proteksi vaksin… https://t.co/Z0jttFAQAS"
686,"Kena Covid (lagi), tp hari ke 5 udah negatif! keren! efek vaksin deh ini kyknya."
687,"@dimasfachrudin astaghfirullah, ga covid. ini efek abis vaksin wehhhh :"")"
688,"@Denald Lah kamu udah sampe vaksin 3?! 😱
Katanya si covid ini emang tergantung kondisi badan kita pas kena Den. Tap… https://t.co/3r5jfVhXIc"
689,"Beberapa penyebab drop out vaksinasi COVID-19 di Indonesia:
1. Merasa sehat dan cukup dengan vaksin dosis pertama
2… https://t.co/G5lwy3yvEK"
690,Ada beberapa efek yang terjadi setelah menerima vaksin. Sebenarnya apa penyebab demam setelah suntik Vaksin Covid-1… https://t.co/zdjr2whAkw
691,SATGAS COVID-19 JAMIN VAKSIN BOOSTER AMAN DARI EFEK SAMPING https://t.co/zkTac47yKT
692,SATGAS COVID-19 JAMIN VAKSIN BOOSTER AMAN DARI EFEK SAMPING https://t.co/wb6fj8Oj40
693,SATGAS COVID-19 JAMIN VAKSIN BOOSTER AMAN DARI EFEK SAMPING https://t.co/HYUo8ICgsq
694,"Vaksin booster diberikan sebagai perlindungan ekstra terhadap Covid-19 yang terus bermutasi, karena efek dari 2 vak… https://t.co/xmLBUg3kkT"
695,Kabar baik! Vaksin Pfizer-BioNTech akan masuk ke Indonesia Agustus nanti. Vaksin COVID-19 ini termas... https://t.co/So4ua8WweW
696,"https://t.co/1YYOKal4Q8

Vaksin booster disebut bisa memberikan perlindungan hingga 91 persen dari risiko perburuka… https://t.co/FFnlDQLaZ5"
697,"Satgas Covid IDI Jamin Vaksin Booster Aman dari Efek Samping

#JagaProkesNvaksin
#IndonesiaSehatIndonesiaHebat… https://t.co/CJyBrGhEej"
698,"Satgas Covid IDI Jamin Vaksin Booster Aman dari Efek Samping

#JagaProkesNvaksin
#IndonesiaSehatIndonesiaHebat… https://t.co/L1C8xOjkvL"
699,"Satgas Covid-19 IDI Jamin Vaksin Booster Aman dari Efek Samping
#JagaProkesNvaksin
#IndonesiaSehatIndonesiaHebat… https://t.co/gFvbFlTroy"
700,"Satgas Covid jamin vaksin booster aman dari efek samping 
#JagaProkesNvaksin
#IndonesiaSehatIndonesiaHebat… https://t.co/dpUgkBk7XC"
701,"Meneliti Efek Langsung dan Tidak Langsung dari Kepercayaan dalam Memotivasi Penggunaan Vaksin COVID-19
https://t.co/sfHx4vCVnL"
702,"Satgas Covid IDI Jamin Vaksin Booster aman dari efek samping
#JagaProkesNvaksin
#IndonesiaSehatIndonesiaHebat… https://t.co/83ocZuJC8B"
703,"Satgas covid IDI Jamin vaksin booster aman dari efek samping

#JagaProkesNvaksin
#IndonesiaSehatIndonesiaHebat… https://t.co/EtZyiJPypp"
704,"Satgas covid IDI jamin vaksin Booster aman dari efek samping

#JagaProkesNvaksin
#IndonesiaSehatIndonesiaHebat… https://t.co/XKrpDFDDLL"
705,Satgas Covid IDI jamin vaksin booster aman dari efek samping... Prokes Lindungi Keluarga https://t.co/U786WCac83
706,"Satgas Covid jamin Vaksin Booster aman dari efek samping. 
Prokes Lindungi Keluarga https://t.co/Hdox7EqIrE"
707,"Satgas Covid IDI Jamin Vaksin Booster Aman Dari Efek Samping. 
Prokes Lindungi Keluarga https://t.co/NA55T3sbHz"
708,Satgas Covid IDI Jamin Vaksin Booster Aman dari Efek Samping Prokes Lindungi keluarga https://t.co/mUnORCHVrD
709,"Satgas Covid IDI jamin vaksin booster aman dari efek samping
Prokes Lindungi Keluarga https://t.co/3bQ7o2dyDL"
710,"Satgas covid idi jamin vaksin Booster aman dari efek samping
Prokes Lindungi Keluarga https://t.co/SpR4nxwI2L"
711,"Satgas covid idi jamin vaksin Booster aman dari efek samping
Prokes Lindungi Keluarga https://t.co/isbkzcF1df"
712,"Satgas covid idi jamin vaksin Booster aman dari efek samping
Prokes Lindungi Keluarga https://t.co/94zHuI34H5"
713,"Satgas covid idi jamin vaksin Booster aman dari efek samping
Prokes Lindungi Keluarga https://t.co/jWGuySN6aS"
714,"Satgas covid idi jamin vaksin Booster aman dari efek samping
Prokes Lindungi Keluarga https://t.co/eIOSbCqoaL"
715,"Satgas covid idi jamin vaksin Booster aman dari efek samping
Prokes Lindungi Keluarga https://t.co/FSbmA90Zqs"
716,"Satgas covid idi jamin vaksin Booster aman dari efek samping
Prokes Lindungi Keluarga https://t.co/f6LbcTWkh9"
717,"Satgas covid idi jamin vaksin Booster aman dari efek samping
Prokes Lindungi Keluarga https://t.co/x9XIiYoLDd"
718,Indonesia bakal resmi menjadi pasar empuk vaksin yang didukung WHO efek #sila1!? dibiar mengambang sila lain sempoy… https://t.co/ldspOWq3vb
719,Kabar baik! Vaksin Pfizer-BioNTech akan masuk ke Indonesia Agustus nanti. Vaksin COVID-19 ini termas... https://t.co/ojTfKarjWk
720,Satgas Covid IDI Jamin Vaksin Booster Aman dari Efek Samping https://t.co/76cbcMDtTF
721,Satgas Covid IDI Jamin Vaksin Booster Aman dari Efek Samping https://t.co/tPIoxhmfjE
722,"@Ndoro68295960 @by_blackangel @PakAhmadUtomo Yg klaim obat2 td buat covid apa bukan hoax? 
Cb deh lo pikir, klo sem… https://t.co/55h8WeShSe"
723,Nakes di Surabaya Beberkan Efek Samping Vaksin Booster Covid-19 Moderna: Sangat Dahsyat dan Tak Terduga https://t.co/0JnnRAEPrZ
724,Vaksin booster bisa membantu menurunkan tingkat keparahan apabila terinfeksi Covid-19 https://t.co/Q4o0syHafL
725,@ratnadewi1392 @Nasrull99884370 @rezaspn @CNNIndonesia Vaksin knp harus dari pabrik farmasi multinasional? Vaksin c… https://t.co/qI6rKbVALo
726,"Punya Efek Proteksi, Wamenkes Sebut Ada Potensi Indonesia Lakukan Suntik Vaksin COVID-19 Dosis Keempat https://t.co/lK1g1RVXNt"
727,"Punya Efek Proteksi, Wamenkes Sebut Ada Potensi Indonesia Lakukan Suntik Vaksin COVID-19 Dosis Keempat https://t.co/8PkncIsFxI"
728,Satgas covid IDI jamin vaksin Booster aman dari efek samping https://t.co/4INvTxga6Y
729,"SATGAS COVID IDI JAMIN VAKSIN BOOSTE AMAN DARI EFEK SAMPING
Tetap Jaga Prokes https://t.co/HLu4WhXI4x"
730,"Satgas Covid IDI jamin vaksin booster aman dari efek samping,,, Tetap Jaga Prokes https://t.co/1lQhgzFS11"
731,"@NurdinPurnomo2 @RioBudiawan Satgas Covid IDI Jamin Vaksin Booster Aman Dari Efek Samping
Tetap Jaga Prokes https://t.co/b3WPmkBdo1"
732,Satgas Covid Dijamin Vaksin Booster Aman Dari Efek Samping Tetap Jaga Prokes https://t.co/IC3WPeMcqd
733,"Satgas COVID IDI jamin vaksin Booster aman dari efek samping.

Tetap Jaga Prokes https://t.co/7trc9bGTgt"
734,"Yeay sudah selesai vaksin tahap 2
Cerita vaksin covid19 - sinovac

Efek samping yang dirasakan:"
735,"#Vaksin Covid-19 Bisa Timbulkan Efek Samping Covid Arm, Berbahayakah Bagi Kulit? - https://t.co/LvPthhL83H #Covid… https://t.co/82XH9p9KoB"
736,"Bulan depan babeh di vaksin covid19, smoga gaada efek sampingnya yaa beh:)"
737,"@jokowi Sore pak Presiden,  pak kami sekeluarga IJIN TIDAK MENGIKUTI VAKSINASI COVID19 karena kami SUDAH MENGGUNAKA… https://t.co/lh7zlsqEIU"
738,"Apakah ini efek di Vaksin??
Apa manfaatnya kegagalan akan di pamer??

Kegagalan kok di bangga2kan??

dr.Bangar aja… https://t.co/NMMv1gRSVB"
739,Efek samping vaksin covid19 apa ya ? ada yang sudah vaksin ?
740,Alhamdulillah Lancar dan Tanpa Efek Apapun.....Vaksin Covid19 #VaksinCovid19 #vaksinsemarang #semaranghebat… https://t.co/EOq1nGBZoP
741,"WHO Menyetujui Dana Kompensasi bagi Efek Samping Vaksin COVAX untuk Covid-19 https://t.co/APT5feVedH 

#WHO #COVAX #vaccine #COVID19"
742,@jokowi Klo mau kasi ke rakyat itu yg TERBAIK TERBUKTI 100% BISA LINDUNGI rakyat dr VIRUS COVID19 &amp; MUTASI TURUNANN… https://t.co/TViUz4dUPU
743,"7 Informasi Penting tentang Vaksin Covid-19, dari Efek Samping hingga Risiko Tertular Penyakit… https://t.co/MLeRW3VyL3"
744,"Jangan Takut, 3 Efek Samping Ini Pertanda Vaksin Covid-19 Anda Bekerja https://t.co/FovmnTZnMw 
#efeksamping #vaksinasi #covid19"
745,"Kadinkes Tangerang : tak ada efek samping berat usai Vaksinasi Covid19
#vaksin #sinovachalal #vaksìncovid19… https://t.co/CEaDZtmPcn"
746,Beberapa cara dapat dilakukan untuk mengurangi efek samping vaksin #covid19. Ahli penyakit dalam membagi tipnya. Ba… https://t.co/E2aktAHALH
747,"@jokowi Saat bok ambil Keputusan, yg terutama harus dipikirkan = APA EFEK TERBURUK dr Vaksin Cob
Vid19, JANGAN LIHA… https://t.co/1Z45KLosZm"
748,@PDI_Perjuangan Bu MEGAWATI gimana ini kok Jokowi semena2 PAKSA &amp; ANCAM rakyat yg tdk mau divaksin dg PERPRES 14 20… https://t.co/pB9Qm52Ttn
749,Beberapa cara dapat dilakukan untuk mengurangi efek samping vaksin #covid19. Ahli penyakit dalam membagi tipnya. Ba… https://t.co/VB1NTNekRw
750,"Pemberian vaksin
untuk
penanganan pandemi COVID-19
Akan membawa dua efek

yaitu efek terhadap individu
dan
Juga efe… https://t.co/wWxgyBvn49"
