,data,label
896,bagaimana telah vaksin covid 19 rasa efek samping kontan covid covid19,0
897,berita beritaterkini beritajogja beritajakarta news newsupdate viral viraltiktok viraltwitter,0
898,5 makan kurang efek samping vaksin covid 19,-1
899,efek samping jangka panjang bukan jeda waktu 30 menit pasca vaksinasi covid19 juga,-1
900,air kelapa reda efek samping vaksin covid 19 cek fakta jelas dokter sini isu bogor isu bo,0
901,data vaers us vaksin covid19 bayang mati vaksin 1990 2021 kalah sama vaksin covid yg usia,-1
902,cek fakta berita itv efek samping vaksin covid 19 bikin kulit wajah merah,0
903,jikalau yg jadi efek samping jangka panjang ada dampak gantung hidup atas vaksin covid19,-1
904,rakyat indonesia yg miskin bila periode tentu beli vaksin sebab efek samping jangka p,-1
905,hoaxbuster salah judul berita itv efek samping vaksin buat wajah jadi merah lengkap,1
906,masa vaksin gak cukup sekali itu ada jamin sehat di vaksin ada efek samping buta,0
907,hidup masyarakat bawah di hancur kan kemudian masyarakat bawah paksa vaksinasi covid19 s,-1
908,hindar efek buruk akibat suntik vaksin covid19 yang perlu perhati,-1
909,rapat koordinasi canang vaksin ibu hamil kie sblm laksana vaksin mesti giat olh nakes ibu hamil,1
910,jangan kalian paksa amp rusak imunitas alamiah manusia vaksin covid19 yg jelas efikasinya,-1
911,depan akan jadi efek samping jangka panjang pasca vaksinasi covid19 masal timbu,-1
912,nyata efek vaksin begini lemes pusing gigil badan demam moga cepat pulih amin yang s,1
913,logika yg benar sertifikat vaksin covid19 untuk data jumlah manusia yg suntik,0
914,tdk vaksin hindar vaksin covid19 jg bentuk ikhtiar dr timbang kes,0
915,vaksinasi covid19 biasa tubuh reaksi salah satu gejala paling umum demam jel,-1
916,top news koran rakyat merdeka vaksinasi ikhtiar lawan covid 19 efek ringan segera hilang efek berat tak,1
917,5 jenis vaksin bantu indonesia lawan covid 19 ikut jelas efek samping tribun batam covid,0
918,juga pantau periodik sehat anak telah ikutin vaksinasi covid19 masal akib,1
919,sampai efek samping usai vaksin covid 19 idi lumrah jika lebih 3 hari galamedia news,1
920,yang bilang si a habis vaksin stroke ringan vaksin efek samping bakal gw bales orang oran,0
921,himbau rakyat indonesia yg ikut vaksinasi covid19 masal paksa sertifikat v,-1
922,bangun siap hadap serang covid19 apabila papar beban tenaga medis turun keterse,1
923,banyak masyarakat indonesia takut vaksin covid19 banyak rumor edar setela,1
924,risiko miokarditis lebih tinggi covid 19 efek vaksin dasar studi amerika serikat,1
925,referensi,0
926,08 10 wib trijaya fm berkat sukses vaksin singapura segera izin warga lepas masker singapura men,1
927,buat ekonomi indonesia tumbuh indonesia dapat jadi negara lebi baik dan maju,1
928,e sumber,0
929,referensi 1 2 3 4,0
930,beda jauh obat vaksin baru umum buat vaksin covid 19 harus lalu bagai,1
931,jeritanrakyat berita beritainternasional teknologi sehat covid19 vaksin pfizer,1
932,6 artis rani diri vaksin covid 19 hamil rasa efek samping,1
933,aku bakal jawab tau aku so cmiiw vaksin masukin virus ga lebih bahaya covid19 b,-1
934,efek samping vaksin covid19 buat gugup dengar jelas kena efek samping dr hindra,1
935,apa keluh efek samping vaksin covid19 apakah yang perlu siap vaksin s,0
936,khawatir efek samping vaksin covid19 manfaat vaksin jauh lebih besar banding efek samping sifat,1
937,unicef indonesia khawatir efek samping vaksin covid19 manfaat vaksin jauh leb,1
938,stop vaksin covid19 paksa ada indikator rusak imunitas alamiah individu efe,-1
939,ikut vaksin krn paksa orang kerja tdk laku vaksin saya tdk diperbo,-1
940,bpom keluar izin guna darurat vaksin covid19 asal china zifivax bagaimana efek samping vaksin,0
941,cek lengkap 2020 ri,1
942,adu kipi efek vax,0
943,perlu khawatir semua jenis vaksin covid 19 indonesia aman resiko efek samping kecil jurnal sore,1
944,kenal efek samping vaksin zifivax berita beritaterkini news newsupdate viral viraltiktok viraltwitter,0
945,kpn kira2 ada vaksinbooster ke3 umum yg bayar mungkin jk angka pasien covid19 naik vaksin,0
946,kalau duduk kurung gua tak gaul apa apa jenis hidup harap m,1
947,vaksin covid 19 spikevax jadi sorot waspada efek samping serius covid covid19,-1
948,efek samping jangka panjang hingga capai 2 th hingga 10 th vaksin covid19 masuk,-1
949,jangan makan log halal aman vaksin covid19 belum lulus uji klinis segala,1
950,vaksin influenza rupa salah satu vaksin yg khusus rekomendasi pd masa pandemi bagai penelitia,1
951,sejak landa pandemi semua masyarakat indonesia bahkan dunia rasa efek pandemi covid19 namum indonesia b,0
952,sp,0
953,salah rumah sakit australia penuh pasien alami efek samping vaksin,1
954,beritaterkini salah rumah sakit australia penuh pasien alami efek samping vaksin lengkap,1
955,hoaxbuster salah rumah sakit australia penuh pasien alami efek samping vaksin lengkap,1
956,5 dapat efek samping bantu sesuai informasi telah vaksin kemun,0
957,2l2 vaksin maha suci cegah mati covid19 tak mampu cegah mati da,-1
958,benar bayi lahir cacat ibu vaksin covid19 kandung dasar pantau jabar saber ho,1
959,efek samping vaksin covid 19 intranasal astrazeneca ringan republika online covid covid19,1
960,akibat efek samping vaksin covid 19 ibu lahir bayi hanya punya satu mata juga ekor benar,0
961,efek samping wajar umum ringan sembuh sendiri arti vaksin kerja baik dal,1
962,lindung orang tua dengan segera ikut vaksin covid 19 vaksinasi covid19,0
963,contoh kasus kipi taut langsung data efek vaksin perintah as tunjuk 2433 bayi tinggal,1
964,contoh kasus kipi taut langsung data efek vaksin perintah as tunjuk 2433 bayi meni,1
965,sridiana 3va contoh kasus kipi taut langsung data efek vaksin perintah as tunjuk 2433 bayi men,1
966,contoh kasus kipi taut langsung data efek vaksin perintah as tunjuk 2433 bayi meningga,1
967,kasus kipi taut langsung data efek vaksin perintah as tunjuk,1
968,bukti vaksin ber efek ubah karakteristik anak gue paksa ikut vaksin kar,-1
969,lapor baru cdc kena efek samping vaksin covid 19 berita kini covid,1
970,lapor baru cdc kena efek samping vaksin covid 19,1
971,beritaterkini lapor baru cdc kena efek samping vaksin covid 19 lengkap,1
972,jangan pengaruh isu tidak benar efek samping vaksin baik tetap patuh prokes lindung,1
973,hoaxbuster awas hoaks stroke serang anak anak efek samping vaksin covid 19 lengkap,0
974,banyak yg anggap kalau sdh vaksin apa pcr lupa meski sdh vaksin ada kemungk,1
975,vaksin moderna inggris timbul efek samping nyeri tekan covid19 coronavirus corona moderna,1
976,kabar gembira anak 6 11 tahun segera oleh vaksin covid 19 efek samping rasa,1
977,4 bantu mereka pergi tempat vaksin kembali rumah 5 bantu mereka alami efek samping baca,0
978,dr berita2 sosial media banyak orang jerman takut anak vaksin covid19 tp lihat antusiasme war,-1
979,koko28 dok benar berapa parah sih efek varian covid19 sehingga butuh booster muncu,-1
980,warga net silah baca baca dari google mudah jangkau smart phone kalian efek samping,1
981,indonesia jadi salah satu negara baik dunia hal vaksinasi covid19 stok vaksin sangat cukup yuk se,1
982,faktor responden belum akses vaksinasi covid19 ialah takut injeksi serta efek samping,0
983,regulator obat obat eropa news tuju vaksin bas protein pertama novavax lawan,1
984,layak orang dewasa anak usia 6 11 tahun potensi alami efek samping vaksin covid19 salah satu,0
985,lihat kontra vaksin covid19 yg kait mati efek vaksin malah jadi mikir apa beda deng,-1
986,beri vaksin rupa solusi yg anggap paling tepat u kurang n putus rantai tular covid19 apabil,1
987,pilih lapor baru cdc kena efek samping vaksin covid 19 berita kini,1
988,direktur pasar mitra pt jbio dr dr chairuddin yunus mkes kata segi aman vaksin ef,0
989,efek vaksin amp pandemi,0
990,efek vaksin covid19 buat anak sama kayak org dewasa nyeri bagi yg suntik demam knp takut deh kayak,-1
991,koko28 indonesia punya info data kipi valid buat tolok ukur bijak guna data k,1
992,han banyoe sarah,0
993,logika jammer sampai pihak sekolah lalu grop kela,0
994,hanie vaksin bukan obat mampu efektif meminimalisir efek papar covid19,1
995,cek fakta video kompilasi atlet jatuh pingsan efek vaksin covid 19 fakta medcom id covid covid19,0
996,ilmuwan temu beku darah vaksin astrazeneca begini fakta koranjakarta mondial astrazeneca,0
997,studi inggris vaksin covid 19 mrna beri efek booster besar,0
998,vaksin covid 19 bas mrna sebut beri efek booster besar buah teliti inggris sebut vaksi,1
999,dosis tiga efektif banyak vaksin telah uji dalam banyak kombinasi beda covid19,1
1000,dunia lapor baru cdc kena efek samping vaksin covid 19 berita kini,1
1001,15 turut itu karena banyak masyarakat rasa takut efek samping vaksin luar,-1
1002,turut itu karena banyak masyarakat rasa takut efek samping vaksin luar sin,-1
1003,yahea mungkin basic tanya anti vaxxers sih 1 kok vaksin covid19 buat cepat banget sih 2,1
1004,stopwajibvaksinanak apabila perintah tdk tegas tanggung jwb tjd mati akibat efek vaksin,-1
1005,koko28 sosmed kan pasar baca sgt besar yg dampak covid dgn tambah kasus lt dr 8000,1
1006,efek samping vaksinasi covid 19 anak bukti rendah via covid19 efeksamping vaksin,0
1007,tempat layan vaksin covid 19 booster cek efek samping pfizer astrazeneca kontan covid covid19,0
1008,vaksin booster kenal dulu efek sinovac pfizer astrazeneca moderna hingga zifivax vaksin,1
1009,studi banyak efek samping vaksin covid 19 sebab efek nocebo covid19 coronavirus,1
1010,satu indonesia wajib tahu efek samping 5 merek vaksin booster covid 19 gridhype covid covid19,0
1011,efek samping vaksin covid 19 muncul sugesti nocebo suaramuda indonesia edukatif kritis dinamis,0
1012,dan juga efek samping normal hentikanpaksavaksinanak,1
1013,fenomena komorbid sakit bawa hipertensi lansia covid 19,0
1014,nocebo efek samping vaksin covid 19 picu pikir sugesti,0
1015,vaksinasi covid 19 tahap 2 mulai siapa target via,0
1016,8 manfaat buah pisang sehat efek samping tm gurahna gurahna,1
1017,mana sumber sebar tular virus tsb anak anak sekolah di sekolah ybs mungkin efek d,0
1018,efek samping vaksinbooster beritajogja beritaterkini beritaviral berita beritajatim beritajakarta news,0
1019,al hasan w0nd3rbaper,0
1020,polri jd situ blm tau hari,0
1021,yang sll sy tekan tl mari bicara vaksin covid19 10 tahun lihat ef,0
1022,yakin udah vaksin bebas covid19 aja notabennya mahasiswa kesehata,1
1023,ini lima vaksin booster covid 19 efek samping tubuh booster,0
1024,bagaimana efek samping vaksin booster covid 19 simak jelas nasional efek sampi,0
1025,obat vaksin harus tulis terang kandung efek samping dosis ingat perhati umur ko,1
1026,satgas covid19 idi vaksin booster aman efek samping prokes lindung keluarga,1
1027,singapura catat 10 kasus efek samping serius vaksin covid 19 anak usia 5 11 tahun covid,-1
1028,loren vaksin bisnis pandemik covid19 bentuk teror masing2 jalan vaksin utk profit p,0
1029,kenal efek samping vaksin covid 19 cara atas booster vaksinbooster,0
1030,kenal efek samping vaksin covid 19 cara atas covid19 covid covid 19,0
1031,efek samping jadi ikut pasca imunisasi kipi timbul agam masing masing orang,0
1032,satgas covid idi jamin vaksin booster aman efek samping covid covid19,1
1033,kenal 9 efek samping vaksin covid 19 selalu langsung muncul covid covid19,0
1034,lebih 30 negara pakai vaksin covid 19 novavax apa efek samping,1
1035,lebih 30 negara pakai vaksin covid 19 novavax apa efek samping republika online covid covid19,1
1036,punya data berapa jumlah adu kipi berapa klasifikasi kipi yang ringan sedang berat,1
1037,titipers udah yang ikut vaksin booster mimin amp teman titip jepang udah vaksin booster loh hehehe,0
1038,ini 7 efek samping vaksin booster covid 19 apa covid19 lengkap klik link ikut,1
1039,sebar covid19 kini mulai tingkat dgn varian baru omicron utk perintah keluar kmbl,1
1040,vaksin covid19 pandemic,0
1041,willy justru kalo teliti pake darah dr napi pela,1
1042,dukung perintah upaya lawan sebar covid 19 cara terap protokol sehat ke,1
1043,manfaat vaksinasi covid 19 turun angka sebar mati akibat virus corona juga s,0
1044,vaksinasi massal covid 19 bagai reuni akbar insan pers pwi turut jaga rasa nyaman lewat ung,1
1045,india pasang target vaksinasi 300 juta warga waktu 7 bulan the lancet sebut kampanye v,0
1046,lomba mutasi vaksinasi covid 19,0
1047,presiden direktur pt bank central asia tbk bca jahja setiaatmadja bagi tips masyarakat ingin p,1
1048,pemkot bogor gelar vaksinasi covid 19 tahap 2 mulai 1 maret vaksinasi vaksin kotabogor,0
1049,pemkot bogor laku vaksinasi covid 19 tahap dua mulai senin 1 maret 2021 vaksinasi massal laku 8 t,0
1050,harap covid indonesia 3m makin disiplin vaksinasi 70 tiba tiba kelar kaya war of the world,1
1051,menkes vaksinasi covid 19 mandiri bukan tuju bisnis,0
1052,wujud indonesia bebas covid 19 dgn vaksinasi vaksinuntukrakyatindonesia vaksinuntukkebaikan,1
1053,yuk bantu lawan covid 19 vaksinasi vaksinuntukrakyatindonesia vaksinuntukkebaikan,0
1054,ayoo dukung cepat vaksinasi nasional tuju indonesia bebas covid 19,1
1055,nasihat hadir program vaksinasi covid 19 sumber jabat kesihatan negeri johor komunikasikita,0
1056,jadi contoh warga babinsa yapen timur laksana vaksinasi covid 19 via,0
1057,proses daftar vaksinasi lalu mysejahtera 5 langkah mudah layar klik b,1
1058,indonesia jadi salah satu negara sejak awal tahun gelar vaksinasi covid 19 dorongpemulihannkri,0
1059,ini jadi yang paling penting usaha putus mata rantai covid vaksinasi serentak jela,1
1060,sunti vaksin covid 19 tahap ii awal pekan vaksinasi,1
1061,amat program vaksinasi covid mesti manfaat masyarakat,1
1062,akhir kabar baik kena vaksinasi covid 19 lalu bagaimana gereja sikap simak sini dala,1
1063,kota bogor laku vaksinasi corona tahap baru aktual berita live,1
1064,muncul indikasi vaksinasi efektif tekan jumlah pasien covid 19,1
1065,gubernur bal ajak masyarakat dukung program vaksinasi covid 19,0
1066,asli chaidir harap masyarakat sukses program vaksinasi covid 19,1
1067,prangko vaksinasi covid 19 tanda sigap rang pandemi,0
1068,ikut update data vaksinasi covid 19 jawa timur dengan 28 februari 2021 tetap patuh protokol kes,1
1069,begini cara lansia daftar vaksinasi corona baru berita live nusantara,1
1070,begini cara lansia daftar vaksinasi covid 19 bisa daftar lalu link ba,0
1071,kepala dinas sehat kota bogor sri nowo retno sunti vaksin covid 19 produksi bio farma akan laku,0
1072,kepala dinas didik sumatera selatan riza fahlevi kata hingga kini pihak tuju giat b,-1
1073,vaksinasi covid 19 guru bagaimana murid,0
1074,tebang pilih vaksinasi covid 19 tahan korupsi kroco via,0
1075,140 pkl malioboro yogyakarta ragu vaksinasi covid 19 kata satgas,0
1076,jumlah hari terima vaksinasi covid 19 28 februari 2021,0
1077,vaksinasi massal moga indonesia lalu pandemi covid dan bangkit sukses vaksinasi,1
1078,beri layan baik langgan masa pandemi pln dukung program vaksinasi covid 19 per,1
1079,yuk jangan takut ragu vaksinasi covid 19 vaksin covid 19 aman halal guys kamu jangan ta,-1
1080,ajak seluruh komponen bangsa dukung langkah langkah perintah atas pandemi masuk,0
1081,dinkes kepri vaksinasi tentu henti sebar covid 19,1
1082,personel polsek tan vaksinasi covid 19,0
1083,kebut vaksinasi bio farma tambah fasilitas produksi vaksin covid 19,0
1084,16 juta dosis bahan baku vaksin covid 19 usaha sinovac tiba indonesia sore dengan indon,-1
1085,total 8 095 717 orang jalan vaksinasi covid 19 news jawa barat,0
1086,itu pak jg pikir nanti lanjut program,0
1087,target vaksinasi 5 juta guru nilai aman mulai proses sekolah tatap muka juli datang pro,1
1088,tambah fasilitas produksi vaksin covid 19 untuk bantu penuh butuh cepat program vaksin,1
1089,sahabatpengayoman semarang apa kata teman teman upt program vaksinasi covid 19,0
1090,kipi jatuh akibat astrazeneca satgas sulut suspend vaksinasi covid,-1
1091,sahabatpengayoman semarang jangan unggah sertifikat vaksinasi covid 19 kamu media sosial yaa,1
1092,lindung keluarga diri sendiri laksana vaksinasi covid 19,0
1093,terus dukung vaksinasi covid 19 tuju indonesia sehat divhumaspolri humaspoldantb humaspolreslobar,-1
1094,vaksinasi kabupaten tasikmalaya laku malam pagi hari lama ramadan vaksinasi covid 19 tetap dila,-1
1095,vaksinasi covid 19 prioritas pasien gagal ginjal via online,-1
1096,wta desak tenis segera vaksinasi covid 19,0
1097,kampus guru tinggi as jadi pusat vaksinasi covid 19 via,-1
1098,vaksinasi covid 19 lansia bekas wacana jemput bola,0
1099,ini kabupaten sumbawa barat ksb ada zonasi kuning forkopimda seluruh stakeholder rusa,0
1100,anggar program vaksinasi covid 19 capai rp130 03 triliun,0
1101,tinjau vaksinasi palembang mendagri tito ajak masyarakat tak ragu vaksin covid 19,0
1102,kembang data kasus juga vaksinasi corona jakarta per 31 maret 2021 baru berita live kini,1
1103,jangan takut ragu vaksinasi covid 19 ayo sama putus mata rantai sebar covid 19,-1
1104,ayo vaksinasi covid 19 jangan takut jangan ragu polri,-1
1105,update vaksinasi covid 19 smoga lancar amin tbk,1
1106,bupati kolaka jalan vaksinasi covid 19 tahap dua,0
1107,vaksin covid 19 vaksinasi australia jalan lamban apa sebab,-1
1108,vaksinasi corona bentuk lindung lansia risiko sakit juga mati baru berita bisnis,-1
1109,perintah indonesia terus jalan program vaksinasi covid 19 seluruh wilayah indonesia,0
1110,akan beri vaksinasi 1 000 kerja bentuk raya hari buruh meski kondisi p,0
1111,bayang bayang diskriminasi balik paspor vaksinasi covid 19,0
1112,iik hutan lembang sama sespimpolri sukses vaksinasi covid 19,1
1113,yuk sama sama sukses program vaksinasi covid 19 tetap disiplin protokol sehat pakai masker menj,1
1114,ababil yg nambah semprat semprot tes covid kala vaksinasi beli lisensi zoom ac lampu li,0
1115,provinsi2 sumatera alami naik kasus positif covid 19 baik segera ikut program vaksinasi taa,1
1116,udah tau vaksinasi rendah juga malah test nya rendah tangan covid gak ngurusin cegah pe,0
1117,case kyk gin yg butuh sigap perintah pusat daerah bantu segera minimal biaya obat tang,-1
1118,199 karyawan gota supermarket jalan vaksinasi covid 19 dosis pertama,1
1119,vaksin covid 19 sinopharm dapat lampu hijau indonesia guna skema vaksinasi swasta,-1
1120,update proses sunti vaksin covid 19 tanah air,0
1121,maju vaksinasi covid 19 indonesia tanggal 01 mei 2021 vaksinasi tahap 1 30 79 vaksinas,0
1122,28 413 usaha daftar vaksinasi covid 19 optimisbangkitkannegeri,0
1123,vaksinasi bantu cegah tular covid 19 optimisbangkitkannegeri,0
1124,vaksinasi covid 19 indonesia sentuh angka 27 juta sunti,0
1125,terima vaksinasi asisten ekonomi uang dki konfirmasi covid 19,1
1126,damping pra lansia sempat vaksin,0
1127,perintah presiden datang 8 juta dosis bahan baku vaksin sinovac tahap 14 tiba banda,-1
1128,26 85 juta dosis vaksin covid 19 guna vaksinasi nasional,0
1129,ketua umum kamar dagang industri kata ada 28 413 usaha daftar vaksinasi covid 19 gotong roy,0
1130,hingga ini realisasi laksana vaksinasi covid 19 program perintah capai total 26 9 juta dosis,0
1131,pmerintah terus upaya keras hadir vaksin covid 19 rangka penuh butuh vaksinasi indo,1
1132,hingga ini catat banyak 28 413 usaha daftar ikut giat vaksinasi covid 1,1
1133,perintah terus hadir vaksin covid 19 rangka penuh butuh vaksinasi indonesia upaya sebu,1
1134,jumlah stok vaksin covid 19 indonesia ini capai sektiar 20 juta,0
1135,pusat vaksinasi besar england buka england buka pusat vaksin covid 19,-1
1136,bhabinkamtibmas polsek bangau sama ppkm mkro sambang vaksinasi covid 19 rsud kota palangka raya,0
1137,vaksinasi covid 19 warga dunia daerah pencil,0
1138,masak yg 2x sdh vaksin lantas tetap kena covid tinggal ada tuh al,0
1139,sempat sentuh angka 90 ribu kasus aktif covid sekarang kembali masuk 100 ribu jaga 3m,-1
1140,repost jangan takut vaksin ayo lansia ikut vaksinasi covid 19 dukunggermas,-1
1141,gibran klaim kendali covid solo lebih baik banding kota di jateng gibran pasca hari raya i,1
1142,maju vaksinasi covid 19 indonesia tanggal 01 juni 2021 vaksinasi tahap 1 41 04 vaksina,0
1143,pak kapan kerja tower selular sempat vaksin covid pak tiap hari kot,0
1144,vaksinasi covid 19 beri ibu hamil ibu susu awal dokter baik maupun,1
1145,500 kader ampi sumut ikut vaksinasi david bentuk dukung perintah cegah sebar covid 19,1
1146,moga bantu,0
1147,banyak cakup vaksinasi mulai kembang ibu hamil usaha lindung populasi ibu ha,1
1148,giat vaksinasi tak mall bsb balikpapan jubir satgas covid beber lokasi tribun kaltim,0
1149,sertu sugeng sama perangkat desa gantar laksana pantau giat vaksinasi covid desa gantar juma,0
1150,kemenkes kebut vaksinasi covid 19 luas pos layan hapus syarat ktp domisili,0
1151,negeri informasi kami dapat kuota vaksinasi 50 tumpang per hari informasi kena kartu,0
1152,polda jateng diri gerai vaksinasi presisi sebar seluruh jawa tengah rangka sambut hari bhaya,0
1153,vaksinasi massal covid 19 gowa ayo daftar sukses 1 juta vaksin per hari info gowa,1
1154,tahun publisherstory utm source kummobile amp utm medium twitter amp utm campaign share amp shareid,0
1155,tni bantu perintah kerah nakes banyak mungkin herd immunity segera bentuk putus,1
1156,vaksinasi covid 19 polda metro jaya polres lokasi di jakarta nih,0
1157,panewu sanden drs bangun rahina mm sedang pantau giat vaksinasi covid 19 kalurahan srigading sanden rab,0
1158,perintah terus cepat laksana vaksinasi covid 19 nasional kejar target telah tetap y,1
1159,bupati instruksi dinkes tapteng tingkat sinergitas laksana vaksinasi massal covid 19,0
1160,selalu disiplin protokol sehat laksana vaksinasi hindar covid 19 jadi sebar negar,1
1161,kasus covid klaster vaksinasi here we go soon,0
1162,presiden jokowi tegas ppkm darurat laku semua wilayah pulau jawa bal 6 provin,-1
1163,gelombang pertama covid taun lalu kantor cuma kontak sama komputer kertas sekarang gelombang dua yg a,1
1164,pingin akhir pandemi covid 19 rumah aja udah pake masker keluar rumah udah rajin cuci tangan u,0
1165,selamat datang bulan agustus sobat juang juang sama hadap pandemi covid 19 tetap jaga protokol k,1
1166,gubernur dki jakarta anies baswedan tegas layan vaksinasi covid 19 ibu kota terus lanjut me,-1
1167,ini data kembang vaksinasi indonesia per 25 2021 sumber,0
1168,bnpt bantu cepat vaksinasi covid 19 kabupaten poso sulteng juang lawan pandemi,1
1169,dengar suara sy covid 1th lebih desa sy vaksinasi baru 1kali jg bln juli 2021 den,1
1170,duga paksa vaksinasi covid 19 warga sakit bawa boalemo kena stroke pihak puskesmas tetap harus,-1
1171,total 7 5 juta vaksin covid 19 dosis pertama ibu kota kurang lebih 40 persen rupa warga ber ktp lu,-1
1172,fecho pak dpd dpc dpp ngadain vaksinasi covid 19 gratis napa si,1
1173,bakti jaga selamat masyarakat sama kontribusi mencega,1
1174,komunitas golf sama shgc sukses gelar vaksinasi massal covid 19 sindonews bukanberitabiasa,1
1175,lantamal ambon gelar vaksinasi covid 19 atas kapal perang,0
1176,polri tindak tegas sebar hoax kait vaksinasi covid 19 juang lawan pandemi,0
1177,khoz solihin gp puluh sepuh jabar ikut vaksinasi,0
1178,4 fakta target vaksinasi covid 19 60 juta vaksin tiba bulan vvaksinasi,0
1179,kunci henti pandemi patuh sama laku prokes 5m amp vaksinasi covid 19 segera mungkin,1
1180,menteri bumn apresiasi gera antar rakyat gelar sentra vaksinasi covid erickthohir,-1
1181,bukti vaksinasi covid 19 jadi salah satu syarat longgar bagai aktivitas publik dki jakarta,-1
1182,lembah klang hampir 100 vaksinasi dos pertama petaling jaya lemb,1
1183,ambil peran perang lawan covid 19 siap masker kuat imun sana kita basmi pandemi,1
1184,banyak 1 100 mahasiswa bekas terima vaksinasi covid 19 vaksinasi gelar aula universitas bhayangkara j,1
1185,polri tindak tegas sebar hoax kait vaksinasi covid 19,0
1186,mahfud md perlu dukung pimpin agama cepat vaksinasi covid 19,0
1187,kerajaangagal senang tutup parlimen walaupun semua vaksinasi gaji orang tetap jalan tu,0
1188,apa kalo bukan paksa nama banyak contoh paksa vaksin orang komorbid k,1
1189,lokasi vaksinasi covid 19 gratis polres polsek tangsel cek syarat jakarta,1
1190,keluh vaksinasi covid 19,0
1191,asor cek dg puskesmas tempat mulai minggu lalu sdh vaksinasi covid 19 bumil,0
1192,ade yasin juga ketua satgas covid 19 kabupaten bogor kata 32 305 guru wilayah sebut wajib vaksin,0
1193,jmsi sumsel paguyuban sinar mas keluarga rimbawa gelar vaksinasi covid 19 ikut 1 000 orang palembang via,0
1194,covid 19 lalu ambil ajar negara mereka abai protokol sehat kunci vaksin,1
1195,perintah kota depok ada gebyar vaksinasi serentak 11 camat mulai hari rabu 1 september 2021,0
1196,menkes harap program vaksinasi masyarakat kaki gunung luas daerah untuk tekan laju penulara,1
1197,camat air besar laksana vaksinasi covid 19 moderna bupati karolin vaksinasi tepat sasar,1
1198,cirebon perintah kota cirebon laksana program gebyar vaksinasi covid 19 masyarakat belum dapat,1
1199,indonesia peringkat 4 vaksinasi covid 19 dunia,0
1200,vaksinasi pakai vaksin astrazeneca pfizer,0
1201,hallo sobata let s check it out video dokumentasi pelaksanaa vaksinasi covid 19 dosis 2 sma negeri 5 semarang,0
1202,vaksin cansino sinovac guna tingkat vaksinasi enam negeri belum capai,0
1203,masyarakat se kec tejakula rangka program cepat vaksinasi covid 19 jajar polres bulele,1
1204,wisata sambil ikut vaksin salah satu sini jabar,0
1205,dapat vaksinasi covid 19 kemudian hamil vaksinasi dua tetap lanjut telah usia hamil 13 minggu,1
1206,salut semangat semua masyarakat dukung upaya perintah akhir pandemi covid indonesia vaksin for,0
1207,ayo datang sukses vaksinasi covid 19 cipta herd immuniti hari senin tanggal 06 september 2021 be,1
1208,perintah kota diri gencar vaksinasi covid 19 warga usia 18 tahun atas kirim vaksin d,-1
1209,polda jabar kapolresta cirebon laksana tinjau vaksinasi merdeka serentak desa keduanan depok desa,0
1210,antusiasme masyarakat ikut vaksinasi covid 19 tinggi vaksin sembuh bangsa,0
1211,link daftar vaksinasi covid 19 dosis 1 2 astrazeneca malang 4 oktober 2021 18 tahun atas,0
1212,jaksa negeri kulon progo gelar vaksinasi covid 19 infopublik,1
1213,kabar baik tingkat mati dki sangat rendah semua yg tinggal covid 19 vaksinasi artiny,1
1214,tangan pandemi covid 19 kab samosir laksana vaksinasi giat sekat ops aman nusa ii tahu,0
1215,sukses vaksin henti laju covid 19 ayo semua batu perintah mensuks,1
1216,sintas covid vaksin lebih cepat masker beritaterkini berita news newsupdate newsupdates covid19,0
1217,waspada masker palsu masker beritaterkini berita news newsupdate newsupdates covid19 covid 19 covid 19,0
1218,biar fakta jumlah mati tunjuk video jawab soal awak nak fakta kini,-1
1219,dirbinmas polda diy kombes pol drs anjar gunadi mm laksana giat rapat internal pimpin wakap,-1
1220,sambang warga bina bhabinkamtibmas desa tiram imbau warga tetap patuh prokes ikut vaksinasi k,1
1221,polri sukses vaksin henti laju covid 19 ayo semua batu perintah sukses,1
1222,antusiasme warga suku baduy ikut vaksinasi covid 19,0
1223,ayo ikut vaksinasi herd immunity cegah covid 19 vaksinpresisitnipolri vaks ncovid19 ayovaks ncovid19,0
1224,utk yg igg yg reaktif umum punya riwayat vaksinasi utk yg fibrosis banyak yg bilang tdk derita covid 19,1
1225,kapan sintas covid vaksinasi atur,0
1226,orang pernah positif covid 19 bisa vaksin covid19 vaksinasi,1
1227,vaksinasi disiplin prokes cegah tular varian covid 19 cegah potensi lonjak kasus positi,0
1228,selamat generasi muda bin gelar vaksinasi covid 19 ajar smp sma,1
1229,5 manfaat vaksinasi covid 19 wajib tahu vaksin sembuh bangsa,0
1230,selamat generasi muda bin gelar vaksinasi covid 19 ajar smp sma masyarakat dukung cepat vaksi,1
1231,semua pegawai khidmat awam sekutu wajib ambil vaksin covid 19 lengkap vaksinasi belu,1
1232,kita sukses vaksinasi covid 19 polriadaptasikebiasaanbaru 2001 polriuntukindonesia,1
1233,vaksin bukti mampu lindung diri mutasi virus covid 19 vaksinasi disiplin prokes cegah penu,1
1234,antisipasi potensi lonjak kasus gelombang tiga covid 19 imbau satgas vaksinasi disiplin prokes,0
1235,risiko varian mu penting prokes cegah gelombang tiga vaksinasi disiplin prokes cegah p,1
1236,presiden jokowi apresiasi antusiasme masyarakat ikut program vaksinasi covid 19,1
